WSxM file copyright UAM
WSxM ASCII XYZ file
X[um]		Y[um]		Z[pm]

0.000000	0.000000	1.8572E-005
0.000039	0.000000	1.97216E-005
0.000078	0.000000	2.1184E-005
0.000118	0.000000	2.01025E-005
0.000157	0.000000	1.92591E-005
0.000196	0.000000	2.05651E-005
0.000235	0.000000	2.08231E-005
0.000275	0.000000	1.86154E-005
0.000314	0.000000	1.80562E-005
0.000353	0.000000	1.94901E-005
0.000392	0.000000	1.92827E-005
0.000431	0.000000	1.91001E-005
0.000471	0.000000	2.11841E-005
0.000510	0.000000	2.27992E-005
0.000549	0.000000	2.16005E-005
0.000588	0.000000	2.03059E-005
0.000627	0.000000	2.02441E-005
0.000667	0.000000	1.95464E-005
0.000706	0.000000	1.86E-005
0.000745	0.000000	1.84387E-005
0.000784	0.000000	1.90235E-005
0.000824	0.000000	1.91677E-005
0.000863	0.000000	1.901E-005
0.000902	0.000000	1.9712E-005
0.000941	0.000000	1.96076E-005
0.000980	0.000000	1.78085E-005
0.001020	0.000000	1.57146E-005
0.001059	0.000000	1.42494E-005
0.001098	0.000000	1.31538E-005
0.001137	0.000000	1.17917E-005
0.001176	0.000000	9.75815E-006
0.001216	0.000000	8.18645E-006
0.001255	0.000000	8.79966E-006
0.001294	0.000000	1.00772E-005
0.001333	0.000000	1.10599E-005
0.001373	0.000000	1.3684E-005
0.001412	0.000000	1.66029E-005
0.001451	0.000000	1.59052E-005
0.001490	0.000000	1.36407E-005
0.001529	0.000000	1.46518E-005
0.001569	0.000000	1.47605E-005
0.001608	0.000000	1.1249E-005
0.001647	0.000000	1.11553E-005
0.001686	0.000000	1.38326E-005
0.001725	0.000000	1.30105E-005
0.001765	0.000000	1.21209E-005
0.001804	0.000000	1.55515E-005
0.001843	0.000000	1.77243E-005
0.001882	0.000000	1.52253E-005
0.001922	0.000000	1.45773E-005
0.001961	0.000000	1.72618E-005
0.002000	0.000000	1.70224E-005
0.002039	0.000000	1.45554E-005
0.002078	0.000000	1.54848E-005
0.002118	0.000000	1.65172E-005
0.002157	0.000000	1.43629E-005
0.002196	0.000000	1.44325E-005
0.002235	0.000000	1.81188E-005
0.002275	0.000000	1.91051E-005
0.002314	0.000000	1.66949E-005
0.002353	0.000000	1.69671E-005
0.002392	0.000000	1.77615E-005
0.002431	0.000000	1.46514E-005
0.002471	0.000000	1.23905E-005
0.002510	0.000000	1.27337E-005
0.002549	0.000000	1.21816E-005
0.002588	0.000000	1.18427E-005
0.002627	0.000000	1.36283E-005
0.002667	0.000000	1.68386E-005
0.002706	0.000000	1.99494E-005
0.002745	0.000000	2.23531E-005
0.002784	0.000000	2.39185E-005
0.002824	0.000000	2.50006E-005
0.002863	0.000000	2.6264E-005
0.002902	0.000000	2.62662E-005
0.002941	0.000000	2.50177E-005
0.002980	0.000000	2.52686E-005
0.003020	0.000000	2.52245E-005
0.003059	0.000000	2.22708E-005
0.003098	0.000000	2.13528E-005
0.003137	0.000000	2.39662E-005
0.003176	0.000000	2.45155E-005
0.003216	0.000000	2.30362E-005
0.003255	0.000000	2.41539E-005
0.003294	0.000000	2.59395E-005
0.003333	0.000000	2.35684E-005
0.003373	0.000000	2.14531E-005
0.003412	0.000000	2.34057E-005
0.003451	0.000000	2.33084E-005
0.003490	0.000000	2.07419E-005
0.003529	0.000000	2.24849E-005
0.003569	0.000000	2.65691E-005
0.003608	0.000000	2.57186E-005
0.003647	0.000000	2.36318E-005
0.003686	0.000000	2.64867E-005
0.003725	0.000000	2.62793E-005
0.003765	0.000000	2.05616E-005
0.003804	0.000000	1.97182E-005
0.003843	0.000000	2.19017E-005
0.003882	0.000000	1.79852E-005
0.003922	0.000000	1.37667E-005
0.003961	0.000000	1.52503E-005
0.004000	0.000000	1.69507E-005
0.004039	0.000000	1.68782E-005
0.004078	0.000000	1.94845E-005
0.004118	0.000000	2.44143E-005
0.004157	0.000000	2.56243E-005
0.004196	0.000000	2.4518E-005
0.004235	0.000000	2.62468E-005
0.004275	0.000000	2.69559E-005
0.004314	0.000000	2.43006E-005
0.004353	0.000000	2.28497E-005
0.004392	0.000000	2.30508E-005
0.004431	0.000000	2.24632E-005
0.004471	0.000000	2.24512E-005
0.004510	0.000000	2.40414E-005
0.004549	0.000000	2.46688E-005
0.004588	0.000000	2.38822E-005
0.004627	0.000000	2.33266E-005
0.004667	0.000000	2.28385E-005
0.004706	0.000000	2.25742E-005
0.004745	0.000000	2.25621E-005
0.004784	0.000000	2.19035E-005
0.004824	0.000000	2.07687E-005
0.004863	0.000000	2.12114E-005
0.004902	0.000000	2.24535E-005
0.004941	0.000000	2.27292E-005
0.004980	0.000000	2.39321E-005
0.005020	0.000000	2.60801E-005
0.005059	0.000000	2.60503E-005
0.005098	0.000000	2.4102E-005
0.005137	0.000000	2.38519E-005
0.005176	0.000000	2.35165E-005
0.005216	0.000000	1.94686E-005
0.005255	0.000000	1.60282E-005
0.005294	0.000000	1.55614E-005
0.005333	0.000000	1.51407E-005
0.005373	0.000000	1.47485E-005
0.005412	0.000000	1.68148E-005
0.005451	0.000000	1.98758E-005
0.005490	0.000000	2.02048E-005
0.005529	0.000000	1.96421E-005
0.005569	0.000000	2.13957E-005
0.005608	0.000000	2.27657E-005
0.005647	0.000000	2.15528E-005
0.005686	0.000000	2.07591E-005
0.005725	0.000000	2.09212E-005
0.005765	0.000000	1.97331E-005
0.005804	0.000000	1.8943E-005
0.005843	0.000000	1.95456E-005
0.005882	0.000000	2.00451E-005
0.005922	0.000000	1.98377E-005
0.005961	0.000000	1.8909E-005
