raman shift,intensity
400.353,907.137448012887
401.78,887.0462375456773
403.206,127.80359911185951
404.632,1048.4071006562735
406.058,1310.8543101236864
407.483,854.1427954589672
408.908,-172.72987539315363
410.333,1462.233865512164
411.757,366.0315861197014
413.181,1056.6608543742768
414.605,1421.1192382206864
416.028,704.4043056037335
417.45,-549.4863735162799
418.873,957.4449010352255
420.295,1014.1960367924039
421.716,-732.235040211177
423.138,-1094.8504039419713
424.558,159.34787163360306
425.979,991.357712549092
427.399,-1417.8229551619152
428.818,-339.1962054658652
430.238,613.2358876708095
431.657,-485.5287497183381
433.075,-438.49219159972563
434.493,-213.6565119398074
435.911,-110.02378470498661
437.329,-389.5960121454991
438.746,166.6253369679107
440.162,437.63903432891675
441.578,593.443852794866
442.994,1261.0385652230398
444.41,-79.57805552920036
445.825,-463.4072366045293
447.24,1097.5497948543634
448.654,9.291811704832071
450.068,-1678.1824131958274
451.482,-1020.8741069902753
452.895,256.21550317882065
454.308,-17.914809831207094
455.72,1179.7337303029053
457.132,-132.83976171368704
458.544,-918.6355535907351
459.955,-126.65384731274389
461.366,-881.8948448642041
462.777,-291.3587482296789
464.187,778.9542406062901
465.597,533.0439196591906
467.006,-437.08991305549716
468.415,-917.4474595223073
469.824,-1089.0289217257887
471.232,1.1654983495463966
472.64,1113.1355987191491
474.048,554.8811773985362
475.455,438.40207232078683
476.862,1320.6984717929736
478.268,1305.7707457824436
479.675,584.6192657957363
481.08,-289.7555966606742
482.486,500.64652991978073
483.891,13.826017043567845
485.295,395.7832362172412
486.699,-539.4814410527033
488.103,1012.0323567402738
489.507,903.3250011026612
490.91,1020.3968635410129
492.312,915.2483155618102
493.715,952.8797302540625
495.117,708.2917376660116
496.518,160.4855066885939
497.919,-370.537725937349
499.32,-211.7767234709827
500.721,-333.230249171429
502.121,-1213.8970662978973
503.52,-1667.775938109473
504.92,-231.86562786536524
506.319,694.835101175282
507.717,229.32748575332516
509.116,-1423.3872373903941
510.513,-160.30783151502692
511.911,78.566940120254
513.308,-172.76162342932366
514.705,-146.2915729330125
516.101,-77.02057244427851
