raman shift,intensity
400.353,1381.8980315491644
401.78,1575.4946961042588
403.206,532.9143753940152
404.632,1340.1542405174478
406.058,1161.2114625734903
407.483,1220.0832126611058
408.908,838.7666618791991
410.333,580.2589813267477
411.757,521.5573421027002
413.181,1889.6589153059977
414.605,1596.5608720355885
416.028,1001.2603833904286
417.45,-1623.2453756052346
418.873,778.04102367202
420.295,1072.1174136892732
421.716,-1137.0183370577506
423.138,-2052.3683600733784
424.558,450.0652131381212
425.979,549.2802510723923
427.399,-915.7253777748338
428.818,-245.95380490786192
430.238,613.5928381690028
431.657,-468.0875800485155
433.075,-685.99719106478
434.493,-191.13812638404488
435.911,114.48748248937045
437.329,-586.1224040724119
438.746,346.03085774864303
440.162,645.9462198320907
441.578,1119.6226355482213
442.994,715.0590582673249
444.41,-579.745558640323
445.825,-426.79226180438854
447.24,1024.9179021453892
448.654,-238.616113420685
450.068,-1377.3953551323357
451.482,-1362.420869619229
452.895,378.30629648888134
454.308,-706.214903437678
455.72,1118.0144880020744
457.132,-122.0061782745106
458.544,-579.2768331380576
459.955,-438.7973310250527
461.366,-474.56752637192403
462.777,-331.58727361515776
464.187,691.1435728087599
465.597,463.6251584633501
467.006,-648.1423710878298
468.415,-1186.1588702812733
469.824,-895.4241935534374
471.232,170.06180465919897
472.64,886.2992699201568
474.048,244.28834779298631
475.455,352.0292278138586
476.862,1443.5224854853877
478.268,509.768896424328
479.675,341.76923794292816
481.08,-66.47571264657745
482.486,273.03482196814
483.891,-83.69838090074336
485.295,650.325456059094
486.699,-509.8928898401282
488.103,931.6473587139044
489.507,997.9469790333969
490.91,985.0067484306419
492.312,1156.8274442178808
493.715,439.40984495673183
495.117,804.7549320750331
496.518,229.86411241037422
497.919,-5.261153632884088
499.32,332.3805943495172
500.721,-176.20918323807564
502.121,-595.0290259913818
503.52,-1225.0774735060622
504.92,-452.3530653778289
506.319,46.14565879764268
507.717,62.42015942463331
509.116,-1384.5281030925107
510.513,-435.6976683495013
511.911,93.91292405797867
513.308,-573.6948015207017
514.705,169.4813464538529
516.101,-455.55604364321334
517.497,20.195621818907966
518.893,-468.2610635289966
520.288,880.0764939438886
521.683,1768.2108878682993
523.077,1520.1447118750584
524.471,1920.880559594967
525.865,1438.42102465879
527.258,2209.76870069735
528.652,2426.9261813413978
530.044,2946.8960602217558
531.436,2652.6809310609606
532.828,2994.283416363076
534.22,1456.7062081800977
535.611,1543.9520088603313
537.002,2068.023520752118
538.392,2486.923446203815
539.782,1789.6544875637555
541.172,1073.2193471802602
542.561,1107.6207274016851
543.95,1177.8613305763574
545.339,1666.943859052597
546.727,2017.8710151787818
548.115,1095.6455013032173
