raman shift,intensity
400.353,739.9450398807676
401.78,1162.3780165502685
403.206,698.6474796987386
404.632,1458.7507755209517
406.058,1239.6852502116162
407.483,770.4482499655278
408.908,98.0371209773948
410.333,1254.4492094419402
411.757,287.6818615539378
413.181,1636.7324235081178
414.605,1515.5982414992177
416.028,807.2766617219822
417.45,-1232.2349672778437
418.873,785.0608549352473
420.295,1219.1618706734153
421.716,-935.9341561723704
423.138,-1095.2294617110747
424.558,335.2737179482647
425.979,766.5731466966317
427.399,-1305.333411574975
428.818,-273.44819297554204
430.238,547.2265663858998
431.657,-327.3113695996435
433.075,-605.0642370411952
434.493,-28.03427204774198
435.911,-415.2237107283072
437.329,-1067.6346971271705
438.746,-30.268690441851504
440.162,-188.126841177007
441.578,711.7897016565621
442.994,820.4797890480259
444.41,-244.0577280134603
445.825,328.1760014613101
447.24,1381.1798284614852
448.654,101.95260397627135
450.068,-1567.5068210051904
451.482,-1676.199595493701
452.895,585.873131499895
454.308,-518.2897890351887
455.72,934.3104992681983
457.132,59.6733778326161
458.544,-815.2008136338845
459.955,-1210.311633439771
461.366,-1217.6586398934742
462.777,-396.2413913034543
464.187,631.9405540217776
465.597,235.88763777379063
467.006,-555.39969835589
468.415,-1347.9210126757316
469.824,-1079.6758634941943
471.232,76.33619088025443
472.64,1180.1155921391546
474.048,423.66278197402426
475.455,318.9782665014791
476.862,1449.0631173237489
478.268,814.9186992335381
479.675,696.5463795076648
481.08,-381.05247457704536
482.486,534.1235042562766
483.891,37.07568328437628
485.295,708.8054297841663
486.699,-186.68588896758592
488.103,1499.6030943060032
489.507,849.6737468817009
490.91,1512.5274360364056
492.312,1061.1655290468843
493.715,1126.5893940164824
495.117,983.8005332536777
496.518,-246.19926950544323
497.919,-269.4081950879481
499.32,71.17557567903714
500.721,-90.44613803154061
502.121,-903.2715170468364
503.52,-1031.2987421939106
504.92,266.47400570011814
506.319,782.0485458081603
507.717,-35.57330269688828
509.116,-971.3897206421243
510.513,-67.39888885463006
511.911,781.4010118384685
513.308,-270.9881735998133
514.705,-79.56433111742808
516.101,168.67481338807556
517.497,236.73153613899194
518.893,-497.3918866424792
520.288,55.30682126591273
521.683,1223.8299360863311
523.077,1390.1797340410485
524.471,1618.358491352279
525.865,1719.3684842422372
527.258,2114.211988933159
528.652,2111.8912816472584
530.044,2089.408638606772
531.436,2897.76633602161
532.828,2680.9666462456007
534.22,1811.011832314587
535.611,611.904155884913
537.002,2138.6458786129224
538.392,2135.2392621549734
539.782,1882.6865681674317
541.172,1064.9900583066046
542.561,1207.1519942288796
543.95,1258.1746375906005
545.339,1510.0602500481036
546.727,2079.8110932577474
548.115,575.4294288758829
549.502,94.91751855883922
550.889,1805.2776220102169
552.276,9.511974484004895
553.662,171.62279458814737
555.048,666.6123006112102
556.434,843.4827108417012
557.819,-458.76375643177744
559.204,852.8751170793184
560.589,-594.5984503364525
561.973,326.8177596094756
563.357,85.12596520563966
564.74,329.32838474059827
566.123,318.42723650289554
567.506,993.4247387811411
568.888,158.32310990209226
570.27,-187.87540168374107
571.652,41.83153661745746
573.033,789.4462719774601
574.414,1226.971151568061
575.794,-491.59147743894573
577.174,-304.23926787180244
578.554,-530.9698725586786
579.933,-347.7809443278238
581.313,389.3298639925415
582.691,452.36489957426966
584.069,624.326509589082
585.447,760.2170412087871
586.825,1010.0388416051792
588.202,838.7942658592219
589.579,140.48578931170778
590.955,471.1159808686789
592.331,-457.31258809915744
593.707,-319.79734622105025
595.083,78.66427787372959
596.458,-116.92514444411063
597.832,1170.4369581961728
599.207,1194.7531571652871
600.58,751.0260238339688
601.954,488.25812957293965
603.327,-278.54795424707845
604.7,-72.38965625535639
606.072,991.7355949170305
607.445,2085.8303643898616
608.816,919.8971970426428
610.188,1894.9386336644457
611.559,1846.9572150444146
612.929,2879.9554819715922
