raman shift,intensity
400.353,957.9656641217662
401.78,996.0363687089484
403.206,356.944808878201
404.632,747.6883815189867
406.058,983.2644835207611
407.483,938.6705117729507
408.908,160.9038631650037
410.333,942.9619345863466
411.757,263.84212292646407
413.181,1874.541825074768
414.605,1224.0584379207066
416.028,672.3893583537356
417.45,-906.4680138041294
418.873,875.4839107322041
420.295,1203.2430229580932
421.716,-1226.1927592142965
423.138,-1569.825517872785
424.558,-2.6573351051774807
425.979,852.3097070006406
427.399,-928.926473643085
428.818,-472.3679591241889
430.238,859.9831684695091
431.657,-132.87517294983263
433.075,-564.9450654700195
434.493,-543.2285911788713
435.911,16.27216783579206
437.329,-265.44478196634736
438.746,326.61922455756576
440.162,1020.4631494500572
441.578,547.085956190429
442.994,982.4866082579465
444.41,-294.3359308680883
445.825,-133.38269770839543
447.24,822.3452712162907
448.654,-205.15306061469892
450.068,-1685.878729722128
451.482,-1416.8327726266652
452.895,10.983774150925456
454.308,-533.4301259100248
455.72,634.924495849722
457.132,116.04711381097877
458.544,-929.061874646366
459.955,-1104.4019739142313
461.366,-533.9726883844633
462.777,-696.7735224489952
464.187,975.1960195002466
465.597,604.9364330713652
467.006,-396.5517861275148
468.415,-672.2681424883413
469.824,-1117.2121404029967
471.232,-269.3832842634074
472.64,1549.2189215385224
474.048,621.5949726109102
475.455,766.7454124989745
476.862,1452.6712055121316
478.268,1028.373534115788
479.675,20.85358262369118
481.08,-851.8874646504264
482.486,614.1515766072553
483.891,-49.028109289574786
485.295,499.57466197288886
486.699,-581.0389252916066
488.103,1402.1323132307298
489.507,637.0895618536015
490.91,880.8340048908067
492.312,1148.3668266560999
493.715,492.6892123002617
495.117,805.8024828915077
496.518,-332.2917554837404
497.919,-241.59186085008696
499.32,73.90380876776908
500.721,12.196895345208759
502.121,-476.7109591424596
503.52,-985.8181127198259
504.92,-80.12292341158172
506.319,1045.376250757632
507.717,-294.31894823684706
509.116,-1515.2068784196526
510.513,-19.28589781543269
511.911,381.44563555113564
513.308,-263.01060230857547
514.705,187.34741974169447
516.101,-18.478055938277976
517.497,153.5152158087949
518.893,-1037.6705198598866
520.288,483.9669822129581
521.683,1263.4299671844856
523.077,1079.7206802119908
524.471,1532.8413664526815
525.865,1435.7942710638017
527.258,2608.5816392025954
528.652,2257.2057160262557
530.044,2712.6687466920703
531.436,2398.972976381294
532.828,2663.1206578240744
534.22,1144.1140619915677
535.611,798.9554625554083
537.002,2047.647133187318
538.392,2163.191347558968
539.782,1577.5903793420366
541.172,1393.8465022082091
542.561,1063.9619898291567
543.95,1374.9391158765648
545.339,2153.7801540221044
546.727,2170.4873779374902
548.115,521.0630612943642
549.502,87.50947776441171
550.889,1738.8288990236251
552.276,-46.976428238915105
553.662,-50.904274346081365
555.048,578.0475900529127
556.434,612.8813943087662
557.819,371.5993677722945
559.204,1416.203739794204
560.589,-626.3032602747116
561.973,276.0805969162684
563.357,592.357540717916
564.74,-549.4701995190189
566.123,-193.40039444380818
567.506,937.5691852943564
568.888,103.44076907644194
570.27,197.2166101056573
571.652,-181.10097187314386
573.033,875.4903544133485
574.414,778.9929202384083
575.794,-918.5909431246182
577.174,-64.25890440247895
578.554,-498.00863232183474
579.933,-37.83779560941184
581.313,850.2559370080926
582.691,201.2748968040105
584.069,665.2214150516302
585.447,312.0978230242399
586.825,777.9064519951426
588.202,437.6496408193707
589.579,-85.67015636772703
590.955,119.94960426037869
592.331,-551.4885311071484
593.707,-399.982016281152
595.083,206.47169492750254
596.458,450.87514870797895
597.832,1140.230891249419
599.207,1125.541468740972
600.58,1011.8094273717943
601.954,660.037313331035
603.327,-71.77232719217136
604.7,-313.61694800864643
606.072,746.5059970697257
607.445,2143.599050734483
608.816,1433.6647443519396
610.188,2147.7056069997125
611.559,1987.7241677554193
612.929,2816.7229556966486
614.3,3056.7044999009886
615.669,2435.671329446086
617.039,3961.625973409522
618.408,3551.5709608689067
619.777,4806.508820901829
621.145,5437.44208258592
622.514,6075.3732749987685
623.881,6731.304927217956
625.249,7040.239559546797
626.616,5332.17952781028
627.982,7188.127041756925
629.349,7006.084306057535
630.715,7208.05352538282
632.08,7815.03690440362
633.445,8018.036647790686
634.81,8071.054960214802
636.175,9053.094046346712
637.539,8597.156110857242
638.903,10394.24335841713
640.266,10441.357993697122
641.629,11143.502221368071
642.992,11561.67824609991
644.354,12696.888172290972
645.716,12866.133726828222
647.078,12529.416547772089
648.439,13473.738273182964
649.8,13147.100541121217
651.16,13127.5049896473
652.52,12743.953256821587
653.88,12050.446980704495
655.24,11519.987799356415
656.599,11272.577350837804
657.958,11820.21727320899
659.316,11270.90920453042
660.674,10970.65478286249
662.032,9345.45563575349
663.389,8896.313143140891
664.746,8902.228434067532
666.102,8501.202626407248
667.459,8499.236838033852
668.814,8008.332186821222
670.17,6569.489790643194
671.525,5027.710767373625
672.88,5692.996234886334
674.234,5463.347311055193
675.588,4973.765113754038
676.942,4501.25076085671
678.296,5002.805370237045
679.649,5136.430059768914
681.001,5439.125901126921
682.354,4301.893763591979
683.705,4104.734461036336
685.057,3607.64880733085
686.408,3374.6376163464156
687.759,3330.701701953869
689.11,4444.841878024097
690.46,3997.058958427937
691.81,4414.353757036282
693.159,4459.727087719992
694.508,5031.179764349894
695.857,5038.712600796913
697.205,4460.326410931833
698.553,5766.022003914462
699.901,6892.800046024073
701.248,6405.66103835532
702.595,6189.605472801311
703.942,6492.63384125528
705.288,6397.746635610281
706.634,6424.944347759534
707.98,7985.22746959619
709.325,8078.5964930133705
710.67,8174.051909904258
712.014,9312.594212161981
713.358,9690.223891679721
714.702,9463.941440350602
716.045,10249.74735006778
717.389,10410.6420560263
718.731,9473.62570414762
720.074,9408.69834833598
721.416,9276.860042457047
722.757,9132.110840376547
724.099,9284.450795960212
725.44,7054.87996307369
726.78,8193.398395582713
728.12,7780.006147353
729.46,7837.703272250234
730.8,6292.48982414011
732.139,5293.365856888362
733.478,4740.331424360673
734.816,4966.386577365403
736.154,6013.531243486592
737.492,4565.7651876610835
738.83,3601.0881636928752
740.167,2687.499925385957
741.504,2935.0002265443036
742.84,2698.5888209718833
744.176,2900.265462472693
745.512,2645.029904850715
746.847,2884.881901909903
748.182,2610.8212074542607
749.517,1970.8475752877785
750.851,1672.9607592144166
752.185,1468.1605130381504
753.518,1808.4465774054406
754.852,645.818614615986
756.184,1873.2762580887284
757.517,1047.8191411972075
758.849,1300.446897314927
760.181,1182.15915981539
761.513,1501.9555620721003
762.844,1242.8357374585976
764.174,1155.7993193483708
765.505,1641.8459411149452
766.835,545.9752361318169
768.165,1247.1868377725186
769.494,1329.480379410532
770.823,883.8554935440479
772.152,1566.3117637758623
773.48,1523.8486999356319
774.808,1452.4658057367851
776.136,3131.1625848926706
777.463,2434.938541116666
778.79,2722.7931781221487
780.117,4630.725999622497
781.443,4356.736509331087
782.769,6113.824210961298
784.094,6135.988608226471
785.42,7207.229204840041
786.744,6646.545504515336
788.069,5598.937010965739
789.393,6564.4032047956425
790.717,6160.943405448561
792.04,5903.556863738413
793.364,6405.2428302254775
794.686,6626.000555470069
796.009,5066.829290032503
797.331,5753.728284473058
798.653,5594.696789352056
799.974,4345.734055229768
