0,-0.08,-0.028076,4.4272e-11,-6.3418e+08,-1.5768e-09
1,-0.079,0.0066833,4.2767e-11,1.5627e+08,6.3991e-09
2,-0.078,0.044098,4.1855e-11,1.0536e+09,9.4913e-10
3,-0.077,-0.0020142,4.1766e-11,-4.8224e+07,-2.0736e-08
4,-0.076,-0.039764,4.2084e-11,-9.4489e+08,-1.0583e-09
5,-0.075,-0.013367,4.3054e-11,-3.1046e+08,-3.221e-09
6,-0.074,0.0048218,4.36e-11,1.1059e+08,9.0424e-09
7,-0.073,0.040192,4.4507e-11,9.0304e+08,1.1074e-09
8,-0.072,0.0036621,4.5749e-11,8.0048e+07,1.2492e-08
9,-0.071,-0.025543,4.6149e-11,-5.535e+08,-1.8067e-09
10,-0.07,-0.016022,4.675e-11,-3.4271e+08,-2.9179e-09
