x y potential
-1.6 -6 0.7613
-1.4 -6 0.8106
-1.2 -6 1.8402
-1 -6 2.4723
-0.8 -6 1.8477
-0.6 -6 0.7995
-0.4 -6 0.724
-0.2 -6 1.6984
0 -6 2.4069
0.2 -6 1.9454
0.4 -6 1.0154
0.6 -6 0.8995
0.8 -6 1.6841
1 -6 2.1958
1.2 -6 1.6978
1.4 -6 0.9388
1.6 -6 1.0737
1.8 -6 1.9789
2 -6 2.3627
2.2 -6 1.5729
2.4 -6 0.5911
2.6 -6 0.7644
2.8 -6 1.9534
3 -6 2.6401
3.2 -6 1.9152
3.4 -6 0.6882
3.6 -6 0.4933
3.8 -6 1.4921
4 -6 2.3341
4.2 -6 1.9941
4.4 -6 1.0676
4.6 -6 0.8316
4.8 -6 1.4669
5 -6 1.913
5.2 -6 1.4731
5.4 -6 0.8346
5.6 -6 1.0458
5.8 -6 1.9187
6 -6 2.1891
6.2 -6 1.2951
6.4 -6 0.2944
6.6 -6 0.5372
6.8 -6 1.817
7 -6 2.5392
7.2 -6 1.769
7.4 -6 0.4577
7.6 -6 0.207
7.8 -6 1.2164
8 -6 2.1169
8.2 -6 1.831
8.4 -6 0.914
8.6 -6 0.6443
8.8 -6 1.2372
9 -6 1.667
9.2 -6 1.2439
9.4 -6 0.6365
9.6 -6 0.8694
9.8 -6 1.7474
10 -6 2.0153
-10 -5.8 1.5823
-9.8 -5.8 1.4668
-9.6 -5.8 0.8194
-9.4 -5.8 0.5141
-9.2 -5.8 0.7964
-9 -5.8 1.0796
-8.8 -5.8 0.9079
-8.6 -5.8 0.6297
-8.4 -5.8 0.8161
-8.2 -5.8 1.3115
-8 -5.8 1.3601
-7.8 -5.8 0.7046
-7.6 -5.8 0.0934
-7.4 -5.8 0.369
-7.2 -5.8 1.2989
-7 -5.8 1.7697
-6.8 -5.8 1.1841
-6.6 -5.8 0.2436
-6.4 -5.8 0.0699
-6.2 -5.8 0.7998
-6 -5.8 1.478
-5.8 -5.8 1.3297
-5.6 -5.8 0.6989
-5.4 -5.8 0.464
-5.2 -5.8 0.827
-5 -5.8 1.1416
-4.8 -5.8 0.928
-4.6 -5.8 0.5721
-4.4 -5.8 0.7191
-4.2 -5.8 1.2623
-4 -5.8 1.4239
-3.8 -5.8 0.8658
-3.6 -5.8 0.2614
-3.4 -5.8 0.4496
-3.2 -5.8 1.2749
-3 -5.8 1.7216
-2.8 -5.8 1.2278
-2.6 -5.8 0.4341
-2.4 -5.8 0.3497
-2.2 -5.8 1.041
-2 -5.8 1.5861
-1.8 -5.8 1.3255
-1.6 -5.8 0.7061
-1.4 -5.8 0.6095
-1.2 -5.8 1.1334
-1 -5.8 1.5037
-0.8 -5.8 1.1951
-0.6 -5.8 0.6727
-0.4 -5.8 0.7229
-0.2 -5.8 1.3263
0 -5.8 1.6629
0.2 -5.8 1.255
0.4 -5.8 0.6525
0.6 -5.8 0.6912
0.8 -5.8 1.3376
1 -5.8 1.7248
1.2 -5.8 1.3425
1.4 -5.8 0.7412
1.6 -5.8 0.771
1.8 -5.8 1.4013
2 -5.8 1.7564
2.2 -5.8 1.3299
2.4 -5.8 0.7026
2.6 -5.8 0.7598
2.8 -5.8 1.469
3 -5.8 1.8989
3.2 -5.8 1.4697
3.4 -5.8 0.74
3.6 -5.8 0.6606
3.8 -5.8 1.3114
4 -5.8 1.8257
4.2 -5.8 1.5721
4.4 -5.8 0.9665
4.6 -5.8 0.8409
4.8 -5.8 1.2896
5 -5.8 1.5989
5.2 -5.8 1.3115
5.4 -5.8 0.8884
5.6 -5.8 1.0238
5.8 -5.8 1.5932
6 -5.8 1.7646
6.2 -5.8 1.1741
6.4 -5.8 0.5253
6.6 -5.8 0.7073
6.8 -5.8 1.5725
7 -5.8 2.0525
7.2 -5.8 1.5212
7.4 -5.8 0.6155
7.6 -5.8 0.4215
7.8 -5.8 1.0998
8 -5.8 1.7463
8.2 -5.8 1.6096
8.4 -5.8 1.0042
8.6 -5.8 0.7595
8.8 -5.8 1.0635
9 -5.8 1.312
9.2 -5.8 1.0836
9.4 -5.8 0.7778
9.6 -5.8 0.9852
9.8 -5.8 1.5211
10 -5.8 1.5826
-10 -5.6 0.8393
-9.8 -5.6 1.0063
-9.6 -5.6 0.8804
-9.4 -5.6 0.5997
-9.2 -5.6 0.3831
-9 -5.6 0.3524
-8.8 -5.6 0.4993
-8.6 -5.6 0.7296
-8.4 -5.6 0.8945
-8.2 -5.6 0.8444
-8 -5.6 0.5562
-7.8 -5.6 0.2259
-7.6 -5.6 0.1505
-7.4 -5.6 0.4373
-7.2 -5.6 0.8426
-7 -5.6 0.9718
-6.8 -5.6 0.6765
-6.6 -5.6 0.2214
-6.4 -5.6 0.0241
-6.2 -5.6 0.2398
-6 -5.6 0.6326
-5.8 -5.6 0.8401
-5.6 -5.6 0.7158
-5.4 -5.6 0.4069
-5.2 -5.6 0.1624
-5 -5.6 0.1264
-4.8 -5.6 0.2891
-4.6 -5.6 0.5403
-4.4 -5.6 0.719
-4.2 -5.6 0.6768
-4 -5.6 0.3979
-3.8 -5.6 0.0787
-3.6 -5.6 0.0073
-3.4 -5.6 0.2851
-3.2 -5.6 0.6781
-3 -5.6 0.8125
-2.8 -5.6 0.5523
-2.6 -5.6 0.1483
-2.4 -5.6 -0.016
-2.2 -5.6 0.1886
-2 -5.6 0.5361
-1.8 -5.6 0.7081
-1.6 -5.6 0.6023
-1.4 -5.6 0.3689
-1.2 -5.6 0.209
-1 -5.6 0.2039
-0.8 -5.6 0.3203
-0.6 -5.6 0.4894
-0.4 -5.6 0.628
-0.2 -5.6 0.6372
0 -5.6 0.4761
0.2 -5.6 0.256
0.4 -5.6 0.1884
0.6 -5.6 0.3736
0.8 -5.6 0.6589
1 -5.6 0.7708
1.2 -5.6 0.6069
1.4 -5.6 0.3529
1.6 -5.6 0.2769
1.8 -5.6 0.4381
2 -5.6 0.6479
2.2 -5.6 0.7067
2.4 -5.6 0.6155
2.6 -5.6 0.5245
2.8 -5.6 0.5267
3 -5.6 0.5738
3.2 -5.6 0.5899
3.4 -5.6 0.5894
3.6 -5.6 0.6326
3.8 -5.6 0.7059
4 -5.6 0.7226
4.2 -5.6 0.6511
4.4 -5.6 0.5806
4.6 -5.6 0.6117
4.8 -5.6 0.7173
5 -5.6 0.7727
5.2 -5.6 0.724
5.4 -5.6 0.6631
5.6 -5.6 0.6978
5.8 -5.6 0.7927
6 -5.6 0.8097
6.2 -5.6 0.7042
6.4 -5.6 0.609
6.6 -5.6 0.6743
6.8 -5.6 0.8601
7 -5.6 0.9619
7.2 -5.6 0.8532
7.4 -5.6 0.6451
7.6 -5.6 0.562
7.8 -5.6 0.6866
8 -5.6 0.8815
8.2 -5.6 0.9606
8.4 -5.6 0.882
8.6 -5.6 0.7467
8.8 -5.6 0.6568
9 -5.6 0.6388
9.2 -5.6 0.6875
9.4 -5.6 0.8031
9.6 -5.6 0.9386
9.8 -5.6 0.969
10 -5.6 0.8028
-10 -5.4 0.913
-9.8 -5.4 0.9837
-9.6 -5.4 0.875
-9.4 -5.4 0.7124
-9.2 -5.4 0.6221
-9 -5.4 0.6322
-8.8 -5.4 0.7141
-8.6 -5.4 0.8382
-8.4 -5.4 0.9479
-8.2 -5.4 0.9379
-8 -5.4 0.7505
-7.8 -5.4 0.5021
-7.6 -5.4 0.4315
-7.4 -5.4 0.6533
-7.2 -5.4 0.984
-7 -5.4 1.0895
-6.8 -5.4 0.8348
-6.6 -5.4 0.4468
-6.4 -5.4 0.2897
-6.2 -5.4 0.4933
-6 -5.4 0.8392
-5.8 -5.4 1.0044
-5.6 -5.4 0.8702
-5.4 -5.4 0.5818
-5.2 -5.4 0.3645
-5 -5.4 0.3407
-4.8 -5.4 0.4958
-4.6 -5.4 0.7285
-4.4 -5.4 0.8878
-4.2 -5.4 0.8291
-4 -5.4 0.5366
-3.8 -5.4 0.2103
-3.6 -5.4 0.1437
-3.4 -5.4 0.4364
-3.2 -5.4 0.8398
-3 -5.4 0.9612
-2.8 -5.4 0.659
-2.6 -5.4 0.2043
-2.4 -5.4 0.0145
-2.2 -5.4 0.2385
-2 -5.4 0.6335
-1.8 -5.4 0.8354
-1.6 -5.4 0.7029
-1.4 -5.4 0.3909
-1.2 -5.4 0.1513
-1 -5.4 0.1243
-0.8 -5.4 0.2928
-0.6 -5.4 0.5419
-0.4 -5.4 0.7127
-0.2 -5.4 0.6643
0 -5.4 0.3868
0.2 -5.4 0.0757
0.4 -5.4 0.0127
0.6 -5.4 0.2923
0.8 -5.4 0.6793
1 -5.4 0.8058
1.2 -5.4 0.543
1.4 -5.4 0.1447
1.6 -5.4 -0.0101
1.8 -5.4 0.2
2 -5.4 0.5447
2.2 -5.4 0.7086
2.4 -5.4 0.5968
2.6 -5.4 0.3653
2.8 -5.4 0.2141
3 -5.4 0.2174
3.2 -5.4 0.3349
3.4 -5.4 0.4974
3.6 -5.4 0.6277
3.8 -5.4 0.6346
4 -5.4 0.4795
4.2 -5.4 0.269
4.4 -5.4 0.2065
4.6 -5.4 0.3883
4.8 -5.4 0.6648
5 -5.4 0.7703
5.2 -5.4 0.6084
5.4 -5.4 0.3633
5.6 -5.4 0.2954
5.8 -5.4 0.4573
6 -5.4 0.6598
6.2 -5.4 0.7097
6.4 -5.4 0.6158
6.6 -5.4 0.5307
6.8 -5.4 0.5423
7 -5.4 0.5943
7.2 -5.4 0.6063
7.4 -5.4 0.5963
7.6 -5.4 0.6326
7.8 -5.4 0.7077
8 -5.4 0.7329
8.2 -5.4 0.6693
8.4 -5.4 0.5989
8.6 -5.4 0.6221
8.8 -5.4 0.7184
9 -5.4 0.7707
9.2 -5.4 0.7277
9.4 -5.4 0.6759
9.6 -5.4 0.7149
9.8 -5.4 0.8053
10 -5.4 0.8125
-10 -5.2 1.6943
-9.8 -5.2 1.3151
-9.6 -5.2 0.7138
-9.4 -5.2 0.7246
-9.2 -5.2 1.3391
-9 -5.2 1.7191
-8.8 -5.2 1.36
-8.6 -5.2 0.7897
-8.4 -5.2 0.8284
-8.2 -5.2 1.4351
-8 -5.2 1.754
-7.8 -5.2 1.3106
-7.6 -5.2 0.7006
-7.4 -5.2 0.7932
-7.2 -5.2 1.5223
-7 -5.2 1.9356
-6.8 -5.2 1.4653
-6.6 -5.2 0.7047
-6.4 -5.2 0.6316
-6.2 -5.2 1.3206
-6 -5.2 1.8701
-5.8 -5.2 1.6148
-5.6 -5.2 0.9686
-5.4 -5.2 0.7961
-5.2 -5.2 1.2317
-5 -5.2 1.5733
-4.8 -5.2 1.3353
-4.6 -5.2 0.9342
-4.4 -5.2 1.0417
-4.2 -5.2 1.5541
-4 -5.2 1.6868
-3.8 -5.2 1.109
-3.6 -5.2 0.5139
-3.4 -5.2 0.7439
-3.2 -5.2 1.608
-3 -5.2 2.0357
-2.8 -5.2 1.4434
-2.6 -5.2 0.5194
-2.4 -5.2 0.3659
-2.2 -5.2 1.1093
-2 -5.2 1.7892
-1.8 -5.2 1.6239
-1.6 -5.2 0.9501
-1.4 -5.2 0.6542
-1.2 -5.2 0.9681
-1 -5.2 1.2797
-0.8 -5.2 1.1146
-0.6 -5.2 0.818
-0.4 -5.2 0.9715
-0.2 -5.2 1.4354
0 -5.2 1.4675
0.2 -5.2 0.8173
0.4 -5.2 0.2282
0.6 -5.2 0.5265
0.8 -5.2 1.4588
1 -5.2 1.9005
1.2 -5.2 1.2635
1.4 -5.2 0.2785
1.6 -5.2 0.0964
1.8 -5.2 0.8598
2 -5.2 1.5849
2.2 -5.2 1.4525
2.4 -5.2 0.7808
2.6 -5.2 0.466
2.8 -5.2 0.763
3 -5.2 1.0735
3.2 -5.2 0.9191
3.4 -5.2 0.6343
3.6 -5.2 0.7972
3.8 -5.2 1.2742
4 -5.2 1.3268
4.2 -5.2 0.6958
4.4 -5.2 0.1098
4.6 -5.2 0.3907
4.8 -5.2 1.3026
5 -5.2 1.7496
5.2 -5.2 1.1564
5.4 -5.2 0.2329
5.6 -5.2 0.0875
5.8 -5.2 0.834
6 -5.2 1.5039
6.2 -5.2 1.3311
6.4 -5.2 0.6823
6.6 -5.2 0.4531
6.8 -5.2 0.8421
7 -5.2 1.1818
7.2 -5.2 0.9718
7.4 -5.2 0.5962
7.6 -5.2 0.7183
7.8 -5.2 1.2544
8 -5.2 1.434
8.2 -5.2 0.9047
8.4 -5.2 0.3157
8.6 -5.2 0.4936
8.8 -5.2 1.2924
9 -5.2 1.7203
9.2 -5.2 1.2324
9.4 -5.2 0.465
9.6 -5.2 0.4051
9.8 -5.2 1.0984
10 -5.2 1.6215
-10 -5 1.9998
-9.8 -5 1.3003
-9.6 -5 0.4137
-9.4 -5 0.5954
-9.2 -5 1.6984
-9 -5 2.2997
-8.8 -5 1.5991
-8.6 -5 0.5201
-8.4 -5 0.4873
-8.2 -5 1.5229
-8 -5 2.2394
-7.8 -5 1.7264
-7.6 -5 0.7555
-7.4 -5 0.6814
-7.2 -5 1.5805
-7 -5 2.1825
-6.8 -5 1.6566
-6.6 -5 0.7621
-6.4 -5 0.7785
-6.2 -5 1.7159
-6 -5 2.2939
-5.8 -5 1.7181
-5.6 -5 0.7862
-5.4 -5 0.7879
-5.2 -5 1.7223
-5 -5 2.3044
-4.8 -5 1.7496
-4.6 -5 0.8596
-4.4 -5 0.9004
-4.2 -5 1.829
-4 -5 2.3408
-3.8 -5 1.6892
-3.6 -5 0.7544
-3.4 -5 0.8558
-3.2 -5 1.9192
-3 -5 2.533
-2.8 -5 1.8505
-2.6 -5 0.753
-2.4 -5 0.6791
-2.2 -5 1.7033
-2 -5 2.464
-1.8 -5 2.0077
-1.6 -5 1.0266
-1.4 -5 0.8443
-1.2 -5 1.6031
-1 -5 2.1512
-0.8 -5 1.7189
-0.6 -5 0.9951
-0.4 -5 1.1001
-0.2 -5 1.9318
0 -5 2.2594
0.2 -5 1.4782
0.4 -5 0.5618
0.6 -5 0.7998
0.8 -5 1.9939
1 -5 2.6182
1.2 -5 1.8137
1.4 -5 0.5571
1.6 -5 0.4076
1.8 -5 1.4878
2 -5 2.3762
2.2 -5 2.0054
2.4 -5 0.9948
2.6 -5 0.6917
2.8 -5 1.3342
3 -5 1.8561
3.2 -5 1.496
3.4 -5 0.8727
3.6 -5 1.02
3.8 -5 1.8038
4 -5 2.0356
4.2 -5 1.1872
4.4 -5 0.2786
4.6 -5 0.5822
4.8 -5 1.8402
5 -5 2.4767
5.2 -5 1.6306
5.4 -5 0.3186
5.6 -5 0.1445
5.8 -5 1.2442
6 -5 2.1734
6.2 -5 1.832
6.4 -5 0.8241
6.6 -5 0.507
6.8 -5 1.138
7 -5 1.6606
7.2 -5 1.3083
7.4 -5 0.6921
7.6 -5 0.847
7.8 -5 1.6468
8 -5 1.9046
8.2 -5 1.0794
8.4 -5 0.173
8.6 -5 0.4547
8.8 -5 1.6885
9 -5 2.3306
9.2 -5 1.5327
9.4 -5 0.2873
9.6 -5 0.1514
9.8 -5 1.231
10 -5 2.1001
-10 -4.8 1.2612
-9.8 -4.8 0.6839
-9.6 -4.8 0.1576
-9.4 -4.8 0.4557
-9.2 -4.8 1.3302
-9 -4.8 1.7186
-8.8 -4.8 1.0962
-8.6 -4.8 0.1975
-8.4 -4.8 0.1098
-8.2 -4.8 0.8988
-8 -4.8 1.5623
-7.8 -4.8 1.3424
-7.6 -4.8 0.6475
-7.4 -4.8 0.4125
-7.2 -4.8 0.8402
-7 -4.8 1.23
-6.8 -4.8 1.0401
-6.6 -4.8 0.6399
-6.4 -4.8 0.7165
-6.2 -4.8 1.2259
-6 -4.8 1.4198
-5.8 -4.8 0.9322
-5.6 -4.8 0.3765
-5.4 -4.8 0.5523
-5.2 -4.8 1.318
-5 -4.8 1.7121
-4.8 -4.8 1.2189
-4.6 -4.8 0.4777
-4.4 -4.8 0.4513
-4.2 -4.8 1.1564
-4 -4.8 1.6611
-3.8 -4.8 1.3432
-3.6 -4.8 0.7006
-3.4 -4.8 0.6343
-3.2 -4.8 1.2138
-3 -4.8 1.615
-2.8 -4.8 1.2855
-2.6 -4.8 0.7097
-2.4 -4.8 0.7215
-2.2 -4.8 1.3347
-2 -4.8 1.719
-1.8 -4.8 1.3521
-1.6 -4.8 0.7459
-1.4 -4.8 0.7382
-1.2 -4.8 1.3361
-1 -4.8 1.7149
-0.8 -4.8 1.3704
-0.6 -4.8 0.8171
-0.4 -4.8 0.8597
-0.2 -4.8 1.4531
0 -4.8 1.752
0.2 -4.8 1.2984
0.4 -4.8 0.6959
0.6 -4.8 0.8062
0.8 -4.8 1.5469
1 -4.8 1.9548
1.2 -4.8 1.4658
1.4 -4.8 0.6884
1.6 -4.8 0.614
1.8 -4.8 1.3171
2 -4.8 1.883
2.2 -4.8 1.6311
2.4 -4.8 0.9715
2.6 -4.8 0.7795
2.8 -4.8 1.2053
3 -4.8 1.5544
3.2 -4.8 1.3336
3.4 -4.8 0.9435
3.6 -4.8 1.0455
3.8 -4.8 1.5398
4 -4.8 1.6567
4.2 -4.8 1.0784
4.4 -4.8 0.4975
4.6 -4.8 0.7434
4.8 -4.8 1.6105
5 -4.8 2.0252
5.2 -4.8 1.4146
5.4 -4.8 0.4823
5.6 -4.8 0.3372
5.8 -4.8 1.0978
6 -4.8 1.7884
6.2 -4.8 1.6175
6.4 -4.8 0.9266
6.6 -4.8 0.6168
6.8 -4.8 0.9317
7 -4.8 1.2584
7.2 -4.8 1.109
7.4 -4.8 0.8151
7.6 -4.8 0.956
7.8 -4.8 1.4031
8 -4.8 1.4291
8.2 -4.8 0.7889
8.4 -4.8 0.2174
8.6 -4.8 0.526
8.8 -4.8 1.4525
9 -4.8 1.878
9.2 -4.8 1.2289
9.4 -4.8 0.2471
9.6 -4.8 0.0813
9.8 -4.8 0.8604
10 -4.8 1.5876
-10 -4.6 0.4061
-9.8 -4.6 0.139
-9.6 -4.6 0.1565
-9.4 -4.6 0.4877
-9.2 -4.6 0.8519
-9 -4.6 0.8903
-8.8 -4.6 0.5325
-8.6 -4.6 0.0979
-8.4 -4.6 -0.0121
-8.2 -4.6 0.2854
-8 -4.6 0.6869
-7.8 -4.6 0.8245
-7.6 -4.6 0.6132
-7.4 -4.6 0.2761
-7.2 -4.6 0.0876
-7 -4.6 0.1461
-6.8 -4.6 0.3638
-6.6 -4.6 0.5867
-6.4 -4.6 0.6811
-6.2 -4.6 0.5728
-6 -4.6 0.3043
-5.8 -4.6 0.0646
-5.6 -4.6 0.0762
-5.4 -4.6 0.3729
-5.2 -4.6 0.7084
-5 -4.6 0.7617
-4.8 -4.6 0.4682
-4.6 -4.6 0.1087
-4.4 -4.6 0.0299
-4.2 -4.6 0.2903
-4 -4.6 0.62
-3.8 -4.6 0.7199
-3.6 -4.6 0.5526
-3.4 -4.6 0.3226
-3.2 -4.6 0.2286
-3 -4.6 0.2964
-2.8 -4.6 0.4327
-2.6 -4.6 0.5555
-2.4 -4.6 0.625
-2.2 -4.6 0.6038
-2 -4.6 0.4775
-1.8 -4.6 0.3271
-1.6 -4.6 0.3048
-1.4 -4.6 0.4743
-1.2 -4.6 0.6997
-1 -4.6 0.7616
-0.8 -4.6 0.6017
-0.6 -4.6 0.4011
-0.4 -4.6 0.3808
-0.2 -4.6 0.552
0 -4.6 0.7193
0.2 -4.6 0.7222
0.4 -4.6 0.6112
0.6 -4.6 0.5529
0.8 -4.6 0.6098
1 -4.6 0.6843
1.2 -4.6 0.6762
1.4 -4.6 0.622
1.6 -4.6 0.6295
1.8 -4.6 0.7161
2 -4.6 0.7812
2.2 -4.6 0.7483
2.4 -4.6 0.6702
2.6 -4.6 0.653
2.8 -4.6 0.7116
3 -4.6 0.7622
3.2 -4.6 0.7536
3.4 -4.6 0.7399
3.6 -4.6 0.7837
3.8 -4.6 0.8386
4 -4.6 0.7994
4.2 -4.6 0.6697
4.4 -4.6 0.6027
4.6 -4.6 0.7218
4.8 -4.6 0.9366
5 -4.6 1.0128
5.2 -4.6 0.8425
5.4 -4.6 0.5884
5.6 -4.6 0.5141
5.8 -4.6 0.6933
6 -4.6 0.9387
6.2 -4.6 1.0162
6.4 -4.6 0.8807
6.6 -4.6 0.679
6.8 -4.6 0.5694
7 -4.6 0.5945
7.2 -4.6 0.7107
7.4 -4.6 0.8568
7.6 -4.6 0.9554
7.8 -4.6 0.9093
8 -4.6 0.6904
8.2 -4.6 0.4408
8.4 -4.6 0.3987
8.6 -4.6 0.6522
8.8 -4.6 0.989
9 -4.6 1.0685
9.2 -4.6 0.7772
9.4 -4.6 0.3728
9.6 -4.6 0.2325
9.8 -4.6 0.4705
10 -4.6 0.8375
-10 -4.4 0.6316
-9.8 -4.4 0.4137
-9.6 -4.4 0.4189
-9.4 -4.4 0.695
-9.2 -4.4 1.009
-9 -4.4 1.0378
-8.8 -4.4 0.71
-8.6 -4.4 0.3142
-8.4 -4.4 0.2216
-8.2 -4.4 0.5067
-8 -4.4 0.88
-7.8 -4.4 0.9933
-7.6 -4.4 0.7704
-7.4 -4.4 0.4314
-7.2 -4.4 0.2452
-7 -4.4 0.3084
-6.8 -4.4 0.5326
-6.6 -4.4 0.7572
-6.4 -4.4 0.8376
-6.2 -4.4 0.696
-6 -4.4 0.3881
-5.8 -4.4 0.1278
-5.6 -4.4 0.1538
-5.4 -4.4 0.4881
-5.2 -4.4 0.8473
-5 -4.4 0.8775
-4.8 -4.4 0.5156
-4.6 -4.4 0.085
-4.4 -4.4 -0.016
-4.2 -4.4 0.2879
-4 -4.4 0.6881
-3.8 -4.4 0.8181
-3.6 -4.4 0.6001
-3.4 -4.4 0.2634
-3.2 -4.4 0.0825
-3 -4.4 0.1497
-2.8 -4.4 0.3701
-2.6 -4.4 0.5878
-2.4 -4.4 0.674
-2.2 -4.4 0.5623
-2 -4.4 0.2987
-1.8 -4.4 0.0683
-1.6 -4.4 0.0862
-1.4 -4.4 0.3811
-1.2 -4.4 0.7087
-1 -4.4 0.7555
-0.8 -4.4 0.4629
-0.6 -4.4 0.1116
-0.4 -4.4 0.0415
-0.2 -4.4 0.3042
0 -4.4 0.6279
0.2 -4.4 0.7195
0.4 -4.4 0.549
0.6 -4.4 0.3242
0.8 -4.4 0.2397
1 -4.4 0.3136
1.2 -4.4 0.4474
1.4 -4.4 0.5617
1.6 -4.4 0.6243
1.8 -4.4 0.6042
2 -4.4 0.4863
2.2 -4.4 0.3446
2.4 -4.4 0.324
2.6 -4.4 0.4868
2.8 -4.4 0.7032
3 -4.4 0.7616
3.2 -4.4 0.6069
3.4 -4.4 0.4159
3.6 -4.4 0.4011
3.8 -4.4 0.5692
4 -4.4 0.7273
4.2 -4.4 0.7229
4.4 -4.4 0.6127
4.6 -4.4 0.5626
4.8 -4.4 0.6278
5 -4.4 0.7035
5.2 -4.4 0.6883
5.4 -4.4 0.6244
5.6 -4.4 0.6281
5.8 -4.4 0.7196
6 -4.4 0.7939
6.2 -4.4 0.7662
6.4 -4.4 0.6845
6.6 -4.4 0.6577
6.8 -4.4 0.7086
7 -4.4 0.7596
7.2 -4.4 0.759
7.4 -4.4 0.7532
7.6 -4.4 0.7979
7.8 -4.4 0.8453
8 -4.4 0.7962
8.2 -4.4 0.6624
8.4 -4.4 0.6001
8.6 -4.4 0.7281
8.8 -4.4 0.9477
9 -4.4 1.0202
9.2 -4.4 0.8402
9.4 -4.4 0.5785
9.6 -4.4 0.5046
9.8 -4.4 0.6915
10 -4.4 0.9446
-10 -4.2 1.7249
-9.8 -4.2 1.2721
-9.6 -4.2 0.7033
-9.4 -4.2 0.8493
-9.2 -4.2 1.5937
-9 -4.2 1.9662
-8.8 -4.2 1.4311
-8.6 -4.2 0.6361
-8.4 -4.2 0.5882
-8.2 -4.2 1.3387
-8 -4.2 1.9298
-7.8 -4.2 1.6557
-7.6 -4.2 0.9423
-7.4 -4.2 0.7094
-7.2 -4.2 1.1422
-7 -4.2 1.5406
-6.8 -4.2 1.3684
-6.6 -4.2 0.9822
-6.4 -4.2 1.0368
-6.2 -4.2 1.4705
-6 -4.2 1.5645
-5.8 -4.2 1.021
-5.6 -4.2 0.5033
-5.4 -4.2 0.7858
-5.2 -4.2 1.6297
-5 -4.2 1.9788
-4.8 -4.2 1.3145
-4.6 -4.2 0.3864
-4.4 -4.2 0.3003
-4.2 -4.2 1.1249
-4 -4.2 1.8295
-3.8 -4.2 1.6092
-3.6 -4.2 0.8463
-3.4 -4.2 0.5025
-3.2 -4.2 0.8511
-3 -4.2 1.2512
-2.8 -4.2 1.1534
-2.6 -4.2 0.8453
-2.4 -4.2 0.9179
-2.2 -4.2 1.3005
-2 -4.2 1.3207
-1.8 -4.2 0.7393
-1.6 -4.2 0.2426
-1.4 -4.2 0.5794
-1.2 -4.2 1.4646
-1 -4.2 1.8149
-0.8 -4.2 1.1211
-0.6 -4.2 0.1636
-0.4 -4.2 0.0717
-0.2 -4.2 0.913
0 -4.2 1.6397
0.2 -4.2 1.4338
0.4 -4.2 0.678
0.6 -4.2 0.3421
0.8 -4.2 0.7004
1 -4.2 1.1045
1.2 -4.2 0.9988
1.4 -4.2 0.6796
1.6 -4.2 0.7578
1.8 -4.2 1.1744
2 -4.2 1.2443
2.2 -4.2 0.695
2.4 -4.2 0.1875
2.6 -4.2 0.4802
2.8 -4.2 1.3311
3 -4.2 1.6998
3.2 -4.2 1.0804
3.4 -4.2 0.2062
3.6 -4.2 0.1448
3.8 -4.2 0.9404
4 -4.2 1.5863
4.2 -4.2 1.3411
4.4 -4.2 0.6365
4.6 -4.2 0.4173
4.8 -4.2 0.8738
5 -4.2 1.2815
5.2 -4.2 1.0841
5.4 -4.2 0.6585
5.6 -4.2 0.7145
5.8 -4.2 1.2271
6 -4.2 1.4461
6.2 -4.2 0.9845
6.4 -4.2 0.4339
6.6 -4.2 0.5898
6.8 -4.2 1.3284
7 -4.2 1.7121
7.2 -4.2 1.2346
7.4 -4.2 0.5218
7.6 -4.2 0.5123
7.8 -4.2 1.208
8 -4.2 1.6852
8.2 -4.2 1.3453
8.4 -4.2 0.7051
8.6 -4.2 0.6633
8.8 -4.2 1.268
9 -4.2 1.6727
9.2 -4.2 1.3216
9.4 -4.2 0.717
9.6 -4.2 0.7171
9.8 -4.2 1.3451
10 -4.2 1.757
-10 -4 2.2897
-9.8 -4 1.7302
-9.6 -4 0.7585
-9.4 -4 0.7284
-9.2 -4 1.6756
-9 -4 2.2859
-8.8 -4 1.7206
-8.6 -4 0.7739
-8.4 -4 0.7712
-8.2 -4 1.7382
-8 -4 2.3661
-7.8 -4 1.8137
-7.6 -4 0.8555
-7.4 -4 0.8026
-7.2 -4 1.7015
-7 -4 2.2975
-6.8 -4 1.7921
-6.6 -4 0.9405
-6.4 -4 0.971
-6.2 -4 1.8463
-6 -4 2.3062
-5.8 -4 1.6486
-5.6 -4 0.7578
-5.4 -4 0.9125
-5.2 -4 1.988
-5 -4 2.5576
-4.8 -4 1.8096
-4.6 -4 0.6805
-4.4 -4 0.6353
-4.2 -4 1.7225
-4 -4 2.5228
-3.8 -4 2.0441
-3.6 -4 0.9938
-3.4 -4 0.7522
-3.2 -4 1.5119
-3 -4 2.1196
-2.8 -4 1.7528
-2.6 -4 1.0409
-2.4 -4 1.0898
-2.2 -4 1.8424
-2 -4 2.1341
-1.8 -4 1.3908
-1.6 -4 0.5531
-1.4 -4 0.8418
-1.2 -4 2.0123
-1 -4 2.556
-0.8 -4 1.6811
-0.6 -4 0.4239
-0.4 -4 0.3446
-0.2 -4 1.5058
0 -4 2.4157
0.2 -4 1.987
0.4 -4 0.8871
0.6 -4 0.5391
0.8 -4 1.2199
1 -4 1.8316
1.2 -4 1.5368
1.4 -4 0.8986
1.6 -4 0.9633
1.8 -4 1.6673
2 -4 1.8909
2.2 -4 1.114
2.4 -4 0.2972
2.6 -4 0.6362
2.8 -4 1.8443
