x y potential
-6 -8 1.8879
-5.8 -8 1.6367
-5.6 -8 0.8496
-5.4 -8 0.7063
-5.2 -8 1.327
-5 -8 1.669
-4.8 -8 1.1169
-4.6 -8 0.4456
-4.4 -8 0.7341
-4.2 -8 1.7475
-4 -8 2.1285
-3.8 -8 1.2426
-3.6 -8 0.148
-3.4 -8 0.2711
-3.2 -8 1.504
-3 -8 2.3014
-2.8 -8 1.6885
-2.6 -8 0.5125
-2.4 -8 0.2827
-2.2 -8 1.1888
-2 -8 1.948
-1.8 -8 1.6035
-1.6 -8 0.774
-1.4 -8 0.6903
-1.2 -8 1.4401
-1 -8 1.8856
-0.8 -8 1.3307
-0.6 -8 0.5545
-0.4 -8 0.7276
-0.2 -8 1.7208
0 -8 2.208
0.2 -8 1.4798
0.4 -8 0.4719
0.6 -8 0.5412
0.8 -8 1.6256
1 -8 2.3066
1.2 -8 1.7145
1.4 -8 0.6896
1.6 -8 0.6243
1.8 -8 1.5759
2 -8 2.2234
2.2 -8 1.7021
2.4 -8 0.779
2.6 -8 0.7671
2.8 -8 1.7001
3 -8 2.2912
3.2 -8 1.7235
3.4 -8 0.7838
3.6 -8 0.7751
3.8 -8 1.7174
4 -8 2.3266
4.2 -8 1.7921
4.4 -8 0.8873
4.6 -8 0.8802
4.8 -8 1.7667
5 -8 2.2864
5.2 -8 1.6975
5.4 -8 0.8326
5.6 -8 0.9467
5.8 -8 1.9433
6 -8 2.4585
6.2 -8 1.73
6.4 -8 0.6874
6.6 -8 0.7332
6.8 -8 1.8437
7 -8 2.5773
7.2 -8 1.9926
7.4 -8 0.8837
7.6 -8 0.6851
7.8 -8 1.5625
8 -8 2.2725
8.2 -8 1.9092
8.4 -8 1.0957
8.6 -8 1.0182
8.8 -8 1.7246
9 -8 2.0939
9.2 -8 1.4953
9.4 -8 0.7547
9.6 -8 1.0124
9.8 -8 2.046
10 -8 2.457
-10 -7.8 1.7145
-9.8 -7.8 1.5602
-9.6 -7.8 1.0451
-9.4 -7.8 0.925
-9.2 -7.8 1.2836
-9 -7.8 1.4711
-8.8 -7.8 1.1203
-8.6 -7.8 0.7386
-8.4 -7.8 0.9852
-8.2 -7.8 1.6451
-8 -7.8 1.8107
-7.8 -7.8 1.117
-7.6 -7.8 0.3436
-7.4 -7.8 0.4738
-7.2 -7.8 1.3989
-7 -7.8 2.0019
-6.8 -7.8 1.5575
-6.6 -7.8 0.6311
-6.4 -7.8 0.3212
-6.2 -7.8 0.8767
-6 -7.8 1.4889
-5.8 -7.8 1.433
-5.6 -7.8 0.9596
-5.4 -7.8 0.7934
-5.2 -7.8 1.0591
-5 -7.8 1.1814
-4.8 -7.8 0.838
-4.6 -7.8 0.5199
-4.4 -7.8 0.8284
-4.2 -7.8 1.5006
-4 -7.8 1.627
-3.8 -7.8 0.881
-3.6 -7.8 0.0845
-3.4 -7.8 0.2331
-3.2 -7.8 1.1966
-3 -7.8 1.8273
-2.8 -7.8 1.3865
-2.6 -7.8 0.4489
-2.4 -7.8 0.1304
-2.2 -7.8 0.6874
-2 -7.8 1.3056
-1.8 -7.8 1.2543
-1.6 -7.8 0.7874
-1.4 -7.8 0.6386
-1.2 -7.8 0.9334
-1 -7.8 1.0812
-0.8 -7.8 0.74
-0.6 -7.8 0.3977
-0.4 -7.8 0.6796
-0.2 -7.8 1.3569
0 -7.8 1.5335
0.2 -7.8 0.857
0.4 -7.8 0.1001
0.6 -7.8 0.2278
0.8 -7.8 1.1287
1 -7.8 1.7148
1.2 -7.8 1.2995
1.4 -7.8 0.4547
1.6 -7.8 0.2339
1.8 -7.8 0.8195
2 -7.8 1.3759
2.2 -7.8 1.2271
2.4 -7.8 0.7178
2.6 -7.8 0.6327
2.8 -7.8 1.0609
3 -7.8 1.3129
3.2 -7.8 0.9652
3.4 -7.8 0.513
3.6 -7.8 0.6769
3.8 -7.8 1.3362
4 -7.8 1.6234
4.2 -7.8 1.1072
4.4 -7.8 0.4351
4.6 -7.8 0.504
4.8 -7.8 1.2521
5 -7.8 1.7216
5.2 -7.8 1.3306
5.4 -7.8 0.6406
5.6 -7.8 0.5847
5.8 -7.8 1.2117
6 -7.8 1.6513
6.2 -7.8 1.3232
6.4 -7.8 0.7223
6.6 -7.8 0.713
6.8 -7.8 1.3264
7 -7.8 1.7219
7.2 -7.8 1.3562
7.4 -7.8 0.7363
7.6 -7.8 0.7185
7.8 -7.8 1.3303
8 -7.8 1.7429
8.2 -7.8 1.4203
8.4 -7.8 0.8473
8.6 -7.8 0.8348
8.8 -7.8 1.3829
9 -7.8 1.6933
9.2 -7.8 1.3096
9.4 -7.8 0.7816
9.6 -7.8 0.9025
9.8 -7.8 1.5696
10 -7.8 1.8732
-10 -7.6 0.8063
-9.8 -7.6 0.8236
-9.6 -7.6 0.7773
-9.4 -7.6 0.7459
-9.2 -7.6 0.7461
-9 -7.6 0.7293
-8.8 -7.6 0.6932
-8.6 -7.6 0.7167
-8.4 -7.6 0.8393
-8.2 -7.6 0.954
-8 -7.6 0.902
-7.8 -7.6 0.6857
-7.6 -7.6 0.5181
-7.4 -7.6 0.6007
-7.2 -7.6 0.8768
-7 -7.6 1.0683
-6.8 -7.6 0.9739
-6.6 -7.6 0.6873
-6.4 -7.6 0.4871
-6.2 -7.6 0.5412
-6 -7.6 0.7631
-5.8 -7.6 0.9424
-5.6 -7.6 0.9555
-5.4 -7.6 0.8263
-5.2 -7.6 0.646
-5 -7.6 0.5052
-4.8 -7.6 0.49
-4.6 -7.6 0.6474
-4.4 -7.6 0.8953
-4.2 -7.6 1.0172
-4 -7.6 0.8454
-3.8 -7.6 0.4763
-3.6 -7.6 0.2386
-3.4 -7.6 0.3775
-3.2 -7.6 0.7764
-3 -7.6 1.048
-2.8 -7.6 0.9233
-2.6 -7.6 0.5214
-2.4 -7.6 0.2125
-2.2 -7.6 0.2444
-2 -7.6 0.536
-1.8 -7.6 0.8094
-1.6 -7.6 0.8609
-1.4 -7.6 0.6864
-1.2 -7.6 0.4181
-1 -7.6 0.2174
-0.8 -7.6 0.2112
-0.6 -7.6 0.4291
-0.4 -7.6 0.7345
-0.2 -7.6 0.8673
0 -7.6 0.6595
0.2 -7.6 0.2438
0.4 -7.6 -0.0131
0.6 -7.6 0.1432
0.8 -7.6 0.5762
1 -7.6 0.8721
1.2 -7.6 0.7519
1.4 -7.6 0.3438
1.6 -7.6 0.0315
1.8 -7.6 0.0664
2 -7.6 0.3609
2.2 -7.6 0.6344
2.4 -7.6 0.6906
2.6 -7.6 0.5367
2.8 -7.6 0.3031
3 -7.6 0.1314
3.2 -7.6 0.1262
3.4 -7.6 0.3155
3.6 -7.6 0.5904
3.8 -7.6 0.729
4 -7.6 0.576
4.2 -7.6 0.2347
4.4 -7.6 0.0185
4.6 -7.6 0.1504
4.8 -7.6 0.516
5 -7.6 0.7652
5.2 -7.6 0.6732
5.4 -7.6 0.3629
5.6 -7.6 0.1514
5.8 -7.6 0.2133
6 -7.6 0.4411
6.2 -7.6 0.613
6.4 -7.6 0.6271
6.6 -7.6 0.5408
6.8 -7.6 0.4449
7 -7.6 0.378
7.2 -7.6 0.3624
7.4 -7.6 0.4366
7.6 -7.6 0.5914
7.8 -7.6 0.7141
8 -7.6 0.6762
8.2 -7.6 0.4975
8.4 -7.6 0.364
8.6 -7.6 0.432
8.8 -7.6 0.6406
9 -7.6 0.7732
9.2 -7.6 0.7092
9.4 -7.6 0.5574
9.6 -7.6 0.5106
9.8 -7.6 0.6098
10 -7.6 0.7156
-10 -7.4 0.6627
-9.8 -7.4 0.5014
-9.6 -7.4 0.3917
-9.4 -7.4 0.4692
-9.2 -7.4 0.6663
-9 -7.4 0.7784
-8.8 -7.4 0.7036
-8.6 -7.4 0.5592
-8.4 -7.4 0.5293
-8.2 -7.4 0.6385
-8 -7.4 0.7385
-7.8 -7.4 0.7139
-7.6 -7.4 0.6288
-7.4 -7.4 0.6272
-7.2 -7.4 0.7319
-7 -7.4 0.8141
-6.8 -7.4 0.7692
-6.6 -7.4 0.6564
-6.4 -7.4 0.6197
-6.2 -7.4 0.7043
-6 -7.4 0.8114
-5.8 -7.4 0.8369
-5.6 -7.4 0.7917
-5.4 -7.4 0.7532
-5.2 -7.4 0.7434
-5 -7.4 0.7223
-4.8 -7.4 0.6906
-4.6 -7.4 0.7229
-4.4 -7.4 0.8507
-4.2 -7.4 0.9619
-4 -7.4 0.9003
-3.8 -7.4 0.6761
-3.6 -7.4 0.5086
-3.4 -7.4 0.5987
-3.2 -7.4 0.8827
-3 -7.4 1.0751
-2.8 -7.4 0.9734
-2.6 -7.4 0.6773
-2.4 -7.4 0.4729
-2.2 -7.4 0.5315
-2 -7.4 0.762
-1.8 -7.4 0.9463
-1.6 -7.4 0.9558
-1.4 -7.4 0.8174
-1.2 -7.4 0.6298
-1 -7.4 0.4896
-0.8 -7.4 0.4819
-0.6 -7.4 0.6469
-0.4 -7.4 0.8956
-0.2 -7.4 1.0106
0 -7.4 0.8299
0.2 -7.4 0.4574
0.4 -7.4 0.2246
0.6 -7.4 0.3721
0.8 -7.4 0.7757
1 -7.4 1.0439
1.2 -7.4 0.9106
1.4 -7.4 0.5023
1.6 -7.4 0.1947
1.8 -7.4 0.2346
2 -7.4 0.5337
2.2 -7.4 0.8077
2.4 -7.4 0.8525
2.6 -7.4 0.6699
2.8 -7.4 0.3994
3 -7.4 0.2043
3.2 -7.4 0.207
3.4 -7.4 0.4294
3.6 -7.4 0.7312
3.8 -7.4 0.8558
4 -7.4 0.6426
4.2 -7.4 0.2293
4.4 -7.4 -0.0191
4.6 -7.4 0.1447
4.8 -7.4 0.5781
5 -7.4 0.8672
5.2 -7.4 0.7395
5.4 -7.4 0.33
5.6 -7.4 0.0243
5.8 -7.4 0.0683
6 -7.4 0.367
6.2 -7.4 0.6366
6.4 -7.4 0.6847
6.6 -7.4 0.5259
6.8 -7.4 0.2956
7 -7.4 0.133
7.2 -7.4 0.1352
7.4 -7.4 0.3243
7.6 -7.4 0.5921
7.8 -7.4 0.7232
8 -7.4 0.5696
8.2 -7.4 0.2354
8.4 -7.4 0.0285
8.6 -7.4 0.1643
8.8 -7.4 0.5253
9 -7.4 0.7659
9.2 -7.4 0.6693
9.4 -7.4 0.3627
9.6 -7.4 0.1605
9.8 -7.4 0.2297
10 -7.4 0.4567
-10 -7.2 1.4716
-9.8 -7.2 0.8296
-9.6 -7.2 0.1382
-9.4 -7.2 0.3078
-9.2 -7.2 1.1943
-9 -7.2 1.7251
-8.8 -7.2 1.2629
-8.6 -7.2 0.4201
-8.4 -7.2 0.248
-8.2 -7.2 0.8873
-8 -7.2 1.4583
-7.8 -7.2 1.2753
-7.6 -7.2 0.7153
-7.4 -7.2 0.6075
-7.2 -7.2 1.06
-7 -7.2 1.3612
-6.8 -7.2 1.0453
-6.6 -7.2 0.5818
-6.4 -7.2 0.7039
-6.2 -7.2 1.3286
-6 -7.2 1.6184
-5.8 -7.2 1.1382
-5.6 -7.2 0.5028
-5.4 -7.2 0.5771
-5.2 -7.2 1.2962
-5 -7.2 1.7294
-4.8 -7.2 1.3271
-4.6 -7.2 0.6596
-4.4 -7.2 0.6381
-4.2 -7.2 1.2796
-4 -7.2 1.7006
-3.8 -7.2 1.3381
-3.6 -7.2 0.7179
-3.4 -7.2 0.7214
-3.2 -7.2 1.3665
-3 -7.2 1.7822
-2.8 -7.2 1.4053
-2.6 -7.2 0.7515
-2.4 -7.2 0.7072
-2.2 -7.2 1.3236
-2 -7.2 1.7669
-1.8 -7.2 1.4721
-1.6 -7.2 0.8963
-1.4 -7.2 0.8501
-1.2 -7.2 1.3619
-1 -7.2 1.6651
-0.8 -7.2 1.3098
-0.6 -7.2 0.8197
-0.4 -7.2 0.9523
-0.2 -7.2 1.5909
0 -7.2 1.8479
0.2 -7.2 1.2879
0.4 -7.2 0.5896
0.6 -7.2 0.6874
0.8 -7.2 1.5103
1 -7.2 2.0315
1.2 -7.2 1.594
1.4 -7.2 0.7571
1.6 -7.2 0.5491
1.8 -7.2 1.1438
2 -7.2 1.7113
2.2 -7.2 1.5717
2.4 -7.2 1.0461
2.6 -7.2 0.8985
2.8 -7.2 1.2351
3 -7.2 1.4242
3.2 -7.2 1.096
3.4 -7.2 0.7371
3.6 -7.2 0.9861
3.8 -7.2 1.6252
4 -7.2 1.7641
4.2 -7.2 1.0604
4.4 -7.2 0.3016
4.6 -7.2 0.4578
4.8 -7.2 1.397
5 -7.2 1.9896
5.2 -7.2 1.5193
5.4 -7.2 0.5738
5.6 -7.2 0.2681
5.8 -7.2 0.8473
6 -7.2 1.482
6.2 -7.2 1.428
6.4 -7.2 0.9345
6.6 -7.2 0.744
6.8 -7.2 1.0029
7 -7.2 1.1423
7.2 -7.2 0.8254
7.4 -7.2 0.5207
7.6 -7.2 0.8186
7.8 -7.2 1.4662
8 -7.2 1.5763
8.2 -7.2 0.8376
8.4 -7.2 0.0665
8.6 -7.2 0.2376
8.8 -7.2 1.2021
9 -7.2 1.8125
9.2 -7.2 1.3492
9.4 -7.2 0.4077
9.6 -7.2 0.1088
9.8 -7.2 0.6931
10 -7.2 1.324
-10 -7 2.09
-9.8 -7 1.1677
-9.6 -7 0.125
-9.4 -7 0.3434
-9.2 -7 1.6353
-9 -7 2.4015
-8.8 -7 1.682
-8.6 -7 0.3976
-8.4 -7 0.135
-8.2 -7 1.1044
-8 -7 1.9687
-7.8 -7 1.6829
-7.6 -7 0.8113
-7.4 -7 0.6082
-7.2 -7 1.2467
-7 -7 1.6703
-6.8 -7 1.1962
-6.6 -7 0.5359
-6.4 -7 0.7633
-6.2 -7 1.6991
-6 -7 2.0547
-5.8 -7 1.2183
-5.6 -7 0.2071
-5.4 -7 0.3784
-5.2 -7 1.5869
-5 -7 2.3122
-4.8 -7 1.6443
-4.6 -7 0.4789
-4.4 -7 0.3164
-4.2 -7 1.2896
-4 -7 2.0604
-3.8 -7 1.6658
-3.6 -7 0.7709
-3.4 -7 0.6647
-3.2 -7 1.4541
-3 -7 1.9666
-2.8 -7 1.4489
-2.6 -7 0.65
-2.4 -7 0.7632
-2.2 -7 1.7132
-2 -7 2.2116
-1.8 -7 1.538
-1.6 -7 0.5793
-1.4 -7 0.6499
-1.2 -7 1.6879
-1 -7 2.317
-0.8 -7 1.7131
-0.6 -7 0.7257
-0.4 -7 0.7123
-0.2 -7 1.6827
0 -7 2.299
0.2 -7 1.7241
0.4 -7 0.7722
0.6 -7 0.781
0.8 -7 1.7636
1 -7 2.3869
1.2 -7 1.8029
1.4 -7 0.8111
1.6 -7 0.7594
1.8 -7 1.7051
2 -7 2.3594
2.2 -7 1.8694
2.4 -7 0.9656
2.6 -7 0.9115
2.8 -7 1.7419
3 -7 2.2445
3.2 -7 1.6914
3.4 -7 0.8818
3.6 -7 1.0188
3.8 -7 1.9814
4 -7 2.4316
4.2 -7 1.6613
4.4 -7 0.6358
4.6 -7 0.7414
4.8 -7 1.9
5 -7 2.6242
5.2 -7 1.976
5.4 -7 0.8015
5.6 -7 0.5903
5.8 -7 1.5184
6 -7 2.2974
6.2 -7 1.9591
6.4 -7 1.1009
6.6 -7 0.944
6.8 -7 1.6024
7 -7 1.9958
7.2 -7 1.4726
7.4 -7 0.7926
7.6 -7 1.0415
7.8 -7 2.0015
8 -7 2.3348
8.2 -7 1.4258
8.4 -7 0.3443
8.6 -7 0.5091
8.8 -7 1.7806
9 -7 2.5719
9.2 -7 1.89
9.4 -7 0.6105
9.6 -7 0.3072
9.8 -7 1.223
10 -7 2.0677
-10 -6.8 1.6768
-9.8 -6.8 0.9832
-9.6 -6.8 0.2807
-9.4 -6.8 0.4922
-9.2 -6.8 1.4384
-9 -6.8 1.983
-8.8 -6.8 1.4491
-8.6 -6.8 0.4781
-8.4 -6.8 0.2072
-8.2 -6.8 0.853
-8 -6.8 1.5303
-7.8 -6.8 1.4591
-7.6 -6.8 0.9029
-7.4 -6.8 0.6571
-7.2 -6.8 0.9151
-7 -6.8 1.1093
-6.8 -6.8 0.8579
-6.6 -6.8 0.5747
-6.4 -6.8 0.8329
-6.2 -6.8 1.4138
-6 -6.8 1.4867
-5.8 -6.8 0.7723
-5.6 -6.8 0.0671
-5.4 -6.8 0.2912
-5.2 -6.8 1.2525
-5 -6.8 1.8079
-4.8 -6.8 1.2852
-4.6 -6.8 0.3306
-4.4 -6.8 0.0762
-4.2 -6.8 0.7256
-4 -6.8 1.3888
-3.8 -6.8 1.2999
-3.6 -6.8 0.7486
-3.4 -6.8 0.5431
-3.2 -6.8 0.8589
-3 -6.8 1.0891
-2.8 -6.8 0.8233
-2.6 -6.8 0.4886
-2.4 -6.8 0.7078
-2.2 -6.8 1.3093
-2 -6.8 1.4639
-1.8 -6.8 0.8391
-1.6 -6.8 0.1646
-1.4 -6.8 0.337
-1.2 -6.8 1.2106
-1 -6.8 1.7246
-0.8 -6.8 1.2574
-0.6 -6.8 0.4263
-0.4 -6.8 0.2734
-0.2 -6.8 0.9234
0 -6.8 1.4878
0.2 -6.8 1.2873
0.4 -6.8 0.7145
0.6 -6.8 0.6102
0.8 -6.8 1.0801
1 -6.8 1.3979
1.2 -6.8 1.0836
1.4 -6.8 0.6057
1.6 -6.8 0.71
1.8 -6.8 1.3291
2 -6.8 1.6305
2.2 -6.8 1.1692
2.4 -6.8 0.5436
2.6 -6.8 0.6101
2.8 -6.8 1.3103
3 -6.8 1.7297
3.2 -6.8 1.3305
3.4 -6.8 0.68
3.6 -6.8 0.6744
3.8 -6.8 1.3166
4 -6.8 1.722
4.2 -6.8 1.3406
4.4 -6.8 0.714
4.6 -6.8 0.7285
4.8 -6.8 1.3919
5 -6.8 1.8166
5.2 -6.8 1.431
5.4 -6.8 0.7576
5.6 -6.8 0.6988
5.8 -6.8 1.3176
6 -6.8 1.7773
6.2 -6.8 1.4976
6.4 -6.8 0.9219
6.6 -6.8 0.8597
6.8 -6.8 1.3523
7 -6.8 1.6488
7.2 -6.8 1.304
7.4 -6.8 0.8315
7.6 -6.8 0.9725
7.8 -6.8 1.6022
8 -6.8 1.8396
8.2 -6.8 1.2654
8.4 -6.8 0.5696
8.6 -6.8 0.6832
8.8 -6.8 1.5206
9 -6.8 2.0415
9.2 -6.8 1.5883
9.4 -6.8 0.733
9.6 -6.8 0.519
9.8 -6.8 1.1243
10 -6.8 1.7089
-10 -6.6 0.8519
-9.8 -6.6 0.6072
-9.6 -6.6 0.4729
-9.4 -6.6 0.6205
-9.2 -6.6 0.9339
-9 -6.6 1.0985
-8.8 -6.6 0.9321
-8.6 -6.6 0.5877
-8.4 -6.6 0.3928
-8.2 -6.6 0.5103
-8 -6.6 0.7976
-7.8 -6.6 0.985
-7.6 -6.6 0.9381
-7.4 -6.6 0.7293
-7.2 -6.6 0.5165
-7 -6.6 0.418
-6.8 -6.6 0.4835
-6.6 -6.6 0.6894
-6.4 -6.6 0.9095
-6.2 -6.6 0.9487
-6 -6.6 0.7081
-5.8 -6.6 0.3428
-5.6 -6.6 0.1786
-5.4 -6.6 0.3982
-5.2 -6.6 0.8152
-5 -6.6 1.0255
-4.8 -6.6 0.8114
-4.6 -6.6 0.368
-4.4 -6.6 0.1015
-4.2 -6.6 0.2248
-4 -6.6 0.5794
-3.8 -6.6 0.8341
-3.6 -6.6 0.8012
-3.4 -6.6 0.5489
-3.2 -6.6 0.2766
-3 -6.6 0.1504
-2.8 -6.6 0.2353
-2.6 -6.6 0.4851
-2.4 -6.6 0.7374
-2.2 -6.6 0.779
-2 -6.6 0.5209
-1.8 -6.6 0.1402
-1.6 -6.6 -0.0246
-1.4 -6.6 0.2048
-1.2 -6.6 0.6323
-1 -6.6 0.8514
-0.8 -6.6 0.6512
-0.6 -6.6 0.2297
-0.4 -6.6 -0.0162
-0.2 -6.6 0.1101
0 -6.6 0.4461
0.2 -6.6 0.6793
0.4 -6.6 0.6514
0.6 -6.6 0.4438
0.8 -6.6 0.2345
1 -6.6 0.1458
1.2 -6.6 0.2135
1.4 -6.6 0.4068
1.6 -6.6 0.6176
1.8 -6.6 0.6822
2 -6.6 0.5109
2.2 -6.6 0.2233
2.4 -6.6 0.0881
2.6 -6.6 0.2613
2.8 -6.6 0.5966
3 -6.6 0.7742
3.2 -6.6 0.6333
3.4 -6.6 0.3399
3.6 -6.6 0.1965
3.8 -6.6 0.32
4 -6.6 0.5521
4.2 -6.6 0.671
4.4 -6.6 0.6234
4.6 -6.6 0.5216
4.8 -6.6 0.4692
5 -6.6 0.4665
5.2 -6.6 0.4807
5.4 -6.6 0.5264
5.6 -6.6 0.6219
5.8 -6.6 0.7075
6 -6.6 0.6869
6.2 -6.6 0.5633
6.4 -6.6 0.4733
6.6 -6.6 0.5352
6.8 -6.6 0.6945
7 -6.6 0.7791
7.2 -6.6 0.7103
7.4 -6.6 0.5998
7.6 -6.6 0.6017
7.8 -6.6 0.7123
8 -6.6 0.7812
8.2 -6.6 0.7189
8.4 -6.6 0.621
8.6 -6.6 0.6414
8.8 -6.6 0.7826
9 -6.6 0.8829
9.2 -6.6 0.8207
9.4 -6.6 0.6685
9.6 -6.6 0.603
9.8 -6.6 0.6924
10 -6.6 0.8321
-10 -6.4 0.7899
-9.8 -6.4 0.7156
-9.6 -6.4 0.6192
-9.4 -6.4 0.6534
-9.2 -6.4 0.8068
-9 -6.4 0.9047
-8.8 -6.4 0.8255
-8.6 -6.4 0.6567
-8.4 -6.4 0.5905
-8.2 -6.4 0.6971
-8 -6.4 0.8566
-7.8 -6.4 0.9156
-7.6 -6.4 0.8515
-7.4 -6.4 0.7546
-7.2 -6.4 0.6957
-7 -6.4 0.6766
-6.8 -6.4 0.6952
-6.6 -6.4 0.7798
-6.4 -6.4 0.9123
-6.2 -6.4 0.972
-6 -6.4 0.8438
-5.8 -6.4 0.5941
-5.6 -6.4 0.4634
-5.4 -6.4 0.6195
-5.2 -6.4 0.9387
-5 -6.4 1.1007
-4.8 -6.4 0.9252
-4.6 -6.4 0.5729
-4.4 -6.4 0.3775
-4.2 -6.4 0.502
-4 -6.4 0.7972
-3.8 -6.4 0.9864
-3.6 -6.4 0.9331
-3.4 -6.4 0.7151
-3.2 -6.4 0.498
-3 -6.4 0.4036
-2.8 -6.4 0.4776
-2.6 -6.4 0.689
-2.4 -6.4 0.9065
-2.2 -6.4 0.9371
-2 -6.4 0.6895
-1.8 -6.4 0.3245
-1.6 -6.4 0.1678
-1.4 -6.4 0.3953
-1.2 -6.4 0.8138
-1 -6.4 1.0179
-0.8 -6.4 0.7954
-0.6 -6.4 0.3487
-0.4 -6.4 0.0871
-0.2 -6.4 0.2192
0 -6.4 0.5791
0.2 -6.4 0.8311
0.4 -6.4 0.79
0.6 -6.4 0.5316
0.8 -6.4 0.2607
1 -6.4 0.1425
1.2 -6.4 0.2354
1.4 -6.4 0.4864
1.6 -6.4 0.7325
1.8 -6.4 0.7662
2 -6.4 0.5059
2.2 -6.4 0.131
2.4 -6.4 -0.0247
2.6 -6.4 0.2098
2.8 -6.4 0.6341
3 -6.4 0.8452
3.2 -6.4 0.6395
3.4 -6.4 0.2203
3.6 -6.4 -0.0169
3.8 -6.4 0.1174
4 -6.4 0.4542
4.2 -6.4 0.6808
4.4 -6.4 0.6451
4.6 -6.4 0.4359
4.8 -6.4 0.2331
5 -6.4 0.1538
5.2 -6.4 0.2262
5.4 -6.4 0.4158
5.6 -6.4 0.6183
5.8 -6.4 0.6775
6 -6.4 0.5089
6.2 -6.4 0.2304
6.4 -6.4 0.1031
6.6 -6.4 0.2765
6.8 -6.4 0.6046
7 -6.4 0.774
7.2 -6.4 0.6316
7.4 -6.4 0.345
7.6 -6.4 0.211
7.8 -6.4 0.3389
8 -6.4 0.5666
8.2 -6.4 0.6764
8.4 -6.4 0.6232
8.6 -6.4 0.5242
8.8 -6.4 0.4809
9 -6.4 0.4858
9.2 -6.4 0.4997
9.4 -6.4 0.5374
9.6 -6.4 0.6242
9.8 -6.4 0.708
10 -6.4 0.694
-10 -6.2 1.5608
-9.8 -6.2 1.3183
-9.6 -6.2 0.7062
-9.4 -6.2 0.5994
-9.2 -6.2 1.1043
-9 -6.2 1.4631
-8.8 -6.2 1.1604
-8.6 -6.2 0.6562
-8.4 -6.2 0.7214
-8.2 -6.2 1.3235
-8 -6.2 1.6438
-7.8 -6.2 1.219
-7.6 -6.2 0.6138
-7.4 -6.2 0.6667
-7.2 -6.2 1.3324
-7 -6.2 1.7276
-6.8 -6.2 1.3357
-6.6 -6.2 0.716
-6.4 -6.2 0.7351
-6.2 -6.2 1.3722
-6 -6.2 1.7465
-5.8 -6.2 1.3356
-5.6 -6.2 0.7077
-5.4 -6.2 0.7493
-5.2 -6.2 1.4424
-5 -6.2 1.8703
-4.8 -6.2 1.4559
-4.6 -6.2 0.7459
-4.4 -6.2 0.6749
-4.2 -6.2 1.3166
-4 -6.2 1.8133
-3.8 -6.2 1.5495
-3.6 -6.2 0.9512
-3.4 -6.2 0.8448
-3.2 -6.2 1.3091
-3 -6.2 1.6179
-2.8 -6.2 1.3153
-2.6 -6.2 0.8767
-2.4 -6.2 1.0107
-2.2 -6.2 1.5947
-2 -6.2 1.7852
-1.8 -6.2 1.2025
-1.6 -6.2 0.5446
-1.4 -6.2 0.7093
-1.2 -6.2 1.565
-1 -6.2 2.0523
-0.8 -6.2 1.5394
-0.6 -6.2 0.6481
-0.4 -6.2 0.4527
-0.2 -6.2 1.1158
0 -6.2 1.7472
0.2 -6.2 1.6093
0.4 -6.2 1.018
0.6 -6.2 0.791
0.8 -6.2 1.1013
1 -6.2 1.3397
1.2 -6.2 1.094
1.4 -6.2 0.7792
1.6 -6.2 0.9937
1.8 -6.2 1.547
2 -6.2 1.6209
2.2 -6.2 0.9285
2.4 -6.2 0.2482
2.6 -6.2 0.4834
2.8 -6.2 1.4342
3 -6.2 1.9602
3.2 -6.2 1.4011
3.4 -6.2 0.4204
3.6 -6.2 0.1641
3.8 -6.2 0.8363
4 -6.2 1.5293
4.2 -6.2 1.4499
4.4 -6.2 0.8694
4.6 -6.2 0.6052
4.8 -6.2 0.8674
5 -6.2 1.0858
5.2 -6.2 0.8582
5.4 -6.2 0.5787
5.6 -6.2 0.8183
5.8 -6.2 1.3756
6 -6.2 1.4418
6.2 -6.2 0.7446
6.4 -6.2 0.0669
6.6 -6.2 0.306
6.8 -6.2 1.2581
7 -6.2 1.7895
7.2 -6.2 1.2502
7.4 -6.2 0.3026
7.6 -6.2 0.0742
7.8 -6.2 0.7475
8 -6.2 1.4129
8.2 -6.2 1.3043
8.4 -6.2 0.7298
8.6 -6.2 0.5194
8.8 -6.2 0.8546
9 -6.2 1.113
9.2 -6.2 0.8614
9.4 -6.2 0.5157
9.6 -6.2 0.7097
9.8 -6.2 1.2951
10 -6.2 1.4581
-10 -6 2.057
-9.8 -6 1.7137
-9.6 -6 0.7611
-9.4 -6 0.5252
-9.2 -6 1.2083
-9 -6 1.7171
-8.8 -6 1.2984
-8.6 -6 0.6201
-8.4 -6 0.7755
-8.2 -6 1.6503
-8 -6 2.0095
-7.8 -6 1.2389
-7.6 -6 0.3002
-7.4 -6 0.491
-7.2 -6 1.6531
-7 -6 2.3095
-6.8 -6 1.6117
-6.6 -6 0.4813
-6.4 -6 0.3882
-6.2 -6 1.4062
-6 -6 2.1609
-5.8 -6 1.7065
-5.6 -6 0.7622
-5.4 -6 0.6603
-5.2 -6 1.5031
-5 -6 2.0707
-4.8 -6 1.5623
-4.6 -6 0.7208
-4.4 -6 0.7784
-4.2 -6 1.7092
-4 -6 2.2405
-3.8 -6 1.6213
-3.6 -6 0.6894
-3.4 -6 0.7354
-3.2 -6 1.7197
-3 -6 2.3137
-2.8 -6 1.7235
-2.6 -6 0.7846
-2.4 -6 0.8093
-2.2 -6 1.7715
-2 -6 2.3392
-1.8 -6 1.7175
