x y potential
-6.4 -8 0.0332
-6.2 -8 -0.041
-6 -8 0.1879
-5.8 -8 0.524
-5.6 -8 0.6872
-5.4 -8 0.5439
-5.2 -8 0.2143
-5 -8 -0.031
-4.8 -8 0.0043
-4.6 -8 0.2832
-4.4 -8 0.5717
-4.2 -8 0.6348
-4 -8 0.4285
-3.8 -8 0.13
-3.6 -8 -0.0143
-3.4 -8 0.1087
-3.2 -8 0.3914
-3 -8 0.6014
-2.8 -8 0.5759
-2.6 -8 0.3502
-2.4 -8 0.1203
-2.2 -8 0.0761
-2 -8 0.248
-1.8 -8 0.4908
-1.6 -8 0.6116
-1.4 -8 0.528
-1.2 -8 0.3275
-1 -8 0.1856
-0.8 -8 0.218
-0.6 -8 0.3922
-0.4 -8 0.5652
-0.2 -8 0.6082
0 -8 0.508
0.2 -8 0.3672
0.4 -8 0.3095
0.6 -8 0.3788
0.8 -8 0.5129
1 -8 0.6066
1.2 -8 0.6018
1.4 -8 0.5272
1.6 -8 0.462
1.8 -8 0.4632
2 -8 0.5234
2.2 -8 0.5895
2.4 -8 0.6166
2.6 -8 0.6048
2.8 -8 0.5874
3 -8 0.5912
3.2 -8 0.6109
3.4 -8 0.6215
3.6 -8 0.6127
3.8 -8 0.6047
4 -8 0.6266
4.2 -8 0.6794
4.4 -8 0.725
4.6 -8 0.7179
4.8 -8 0.654
5 -8 0.5864
5.2 -8 0.5848
5.4 -8 0.6703
5.6 -8 0.7843
5.8 -8 0.8306
6 -8 0.7585
6.2 -8 0.6173
6.4 -8 0.5251
6.6 -8 0.5709
6.8 -8 0.731
7 -8 0.8773
7.2 -8 0.8799
7.4 -8 0.7213
7.6 -8 0.5227
7.8 -8 0.4498
8 -8 0.5725
8.2 -8 0.7965
8.4 -8 0.9334
8.6 -8 0.8559
8.8 -8 0.6119
9 -8 0.3939
9.2 -8 0.3826
9.4 -8 0.5924
9.6 -8 0.85
9.8 -8 0.9333
10 -8 0.757
-10 -7.8 0.6018
-9.8 -7.8 0.832
-9.6 -7.8 0.9388
-9.4 -7.8 0.8188
-9.2 -7.8 0.5553
-9 -7.8 0.3584
-8.8 -7.8 0.392
-8.6 -7.8 0.6324
-8.4 -7.8 0.879
-8.2 -7.8 0.9169
-8 -7.8 0.698
-7.8 -7.8 0.3888
-7.6 -7.8 0.2373
-7.4 -7.8 0.3676
-7.2 -7.8 0.6707
-7 -7.8 0.8892
-6.8 -7.8 0.8293
-6.6 -7.8 0.5249
-6.4 -7.8 0.215
-6.2 -7.8 0.1485
-6 -7.8 0.3762
-5.8 -7.8 0.7047
-5.6 -7.8 0.8534
-5.4 -7.8 0.6871
-5.2 -7.8 0.3309
-5 -7.8 0.0687
-4.8 -7.8 0.1098
-4.6 -7.8 0.4136
-4.4 -7.8 0.7221
-4.2 -7.8 0.7724
-4 -7.8 0.5143
-3.8 -7.8 0.1527
-3.6 -7.8 -0.0218
-3.4 -7.8 0.1269
-3.2 -7.8 0.4684
-3 -7.8 0.7147
-2.8 -7.8 0.6583
-2.6 -7.8 0.3426
-2.4 -7.8 0.0241
-2.2 -7.8 -0.0409
-2 -7.8 0.193
-1.8 -7.8 0.526
-1.6 -7.8 0.6812
-1.4 -7.8 0.5324
-1.2 -7.8 0.2051
-1 -7.8 -0.0315
-0.8 -7.8 0.0117
-0.6 -7.8 0.2914
-0.4 -7.8 0.5733
-0.2 -7.8 0.6287
0 -7.8 0.4208
0.2 -7.8 0.1287
0.4 -7.8 -0.0061
0.6 -7.8 0.1216
0.8 -7.8 0.4005
1 -7.8 0.6021
1.2 -7.8 0.5712
1.4 -7.8 0.3484
1.6 -7.8 0.1276
1.8 -7.8 0.0913
2 -7.8 0.2633
2.2 -7.8 0.4989
2.4 -7.8 0.6116
2.6 -7.8 0.5264
2.8 -7.8 0.3327
3 -7.8 0.2003
3.2 -7.8 0.237
3.4 -7.8 0.4067
3.6 -7.8 0.5707
3.8 -7.8 0.608
4 -7.8 0.5107
4.2 -7.8 0.3789
4.4 -7.8 0.3289
4.6 -7.8 0.3978
4.8 -7.8 0.5239
5 -7.8 0.6089
5.2 -7.8 0.6023
5.4 -7.8 0.5344
5.6 -7.8 0.4784
5.8 -7.8 0.4834
6 -7.8 0.5386
6.2 -7.8 0.595
6.4 -7.8 0.616
6.6 -7.8 0.6068
6.8 -7.8 0.5982
7 -7.8 0.6093
7.2 -7.8 0.628
7.4 -7.8 0.6301
7.6 -7.8 0.6122
7.8 -7.8 0.6021
8 -7.8 0.6303
8.2 -7.8 0.692
8.4 -7.8 0.7411
8.6 -7.8 0.7285
8.8 -7.8 0.6546
9 -7.8 0.5806
9.2 -7.8 0.5814
9.4 -7.8 0.6753
9.6 -7.8 0.7962
9.8 -7.8 0.8413
10 -7.8 0.7606
-10 -7.6 0.644
-9.8 -7.6 0.7174
-9.6 -7.6 0.7618
-9.4 -7.6 0.7304
-9.2 -7.6 0.6398
-9 -7.6 0.567
-8.8 -7.6 0.587
-8.6 -7.6 0.7012
-8.4 -7.6 0.8238
-8.2 -7.6 0.8478
-8 -7.6 0.7396
-7.8 -7.6 0.5794
-7.6 -7.6 0.5026
-7.4 -7.6 0.5852
-7.2 -7.6 0.7706
-7 -7.6 0.9059
-6.8 -7.6 0.8676
-6.6 -7.6 0.6718
-6.4 -7.6 0.4716
-6.2 -7.6 0.435
-6 -7.6 0.6008
-5.8 -7.6 0.8362
-5.6 -7.6 0.94
-5.4 -7.6 0.8108
-5.2 -7.6 0.5397
-5 -7.6 0.3429
-4.8 -7.6 0.3838
-4.6 -7.6 0.6319
-4.4 -7.6 0.8798
-4.2 -7.6 0.911
-4 -7.6 0.6831
-3.8 -7.6 0.37
-3.6 -7.6 0.2231
-3.4 -7.6 0.362
-3.2 -7.6 0.6701
-3 -7.6 0.8856
-2.8 -7.6 0.8171
-2.6 -7.6 0.5059
-2.4 -7.6 0.197
-2.2 -7.6 0.1382
-2 -7.6 0.3736
-1.8 -7.6 0.7032
-1.6 -7.6 0.8454
-1.4 -7.6 0.6709
-1.2 -7.6 0.3119
-1 -7.6 0.055
-0.8 -7.6 0.1049
-0.6 -7.6 0.4136
-0.4 -7.6 0.719
-0.2 -7.6 0.761
0 -7.6 0.4972
0.2 -7.6 0.1376
0.4 -7.6 -0.0286
0.6 -7.6 0.1277
0.8 -7.6 0.47
1 -7.6 0.7098
1.2 -7.6 0.6457
1.4 -7.6 0.3283
1.6 -7.6 0.016
1.8 -7.6 -0.0399
2 -7.6 0.1986
2.2 -7.6 0.5281
2.4 -7.6 0.6751
2.6 -7.6 0.5212
2.8 -7.6 0.1968
3 -7.6 -0.0309
3.2 -7.6 0.02
3.4 -7.6 0.2999
3.6 -7.6 0.5749
3.8 -7.6 0.6227
4 -7.6 0.4137
4.2 -7.6 0.1284
4.4 -7.6 0.003
4.6 -7.6 0.1349
4.8 -7.6 0.4097
5 -7.6 0.6028
5.2 -7.6 0.5669
5.4 -7.6 0.3474
5.6 -7.6 0.1359
5.8 -7.6 0.107
6 -7.6 0.2788
6.2 -7.6 0.5068
6.4 -7.6 0.6116
6.6 -7.6 0.5253
6.8 -7.6 0.3387
7 -7.6 0.2156
7.2 -7.6 0.2561
7.4 -7.6 0.4211
7.6 -7.6 0.5759
7.8 -7.6 0.6078
8 -7.6 0.5138
8.2 -7.6 0.3913
8.4 -7.6 0.3485
8.6 -7.6 0.4165
8.8 -7.6 0.5343
9 -7.6 0.6109
9.2 -7.6 0.6029
9.4 -7.6 0.5419
9.6 -7.6 0.4951
9.8 -7.6 0.5035
10 -7.6 0.5532
-10 -7.4 0.5004
-9.8 -7.4 0.3951
-9.6 -7.4 0.3762
-9.4 -7.4 0.4537
-9.2 -7.4 0.56
-9 -7.4 0.6161
-8.8 -7.4 0.5974
-8.6 -7.4 0.5437
-8.4 -7.4 0.5138
-8.2 -7.4 0.5322
-8 -7.4 0.5762
-7.8 -7.4 0.6076
-7.6 -7.4 0.6133
-7.4 -7.4 0.6117
-7.2 -7.4 0.6256
-7 -7.4 0.6518
-6.8 -7.4 0.663
-6.6 -7.4 0.6409
-6.4 -7.4 0.6042
-6.2 -7.4 0.598
-6 -7.4 0.6491
-5.8 -7.4 0.7307
-5.6 -7.4 0.7762
-5.4 -7.4 0.7377
-5.2 -7.4 0.6372
-5 -7.4 0.5599
-4.8 -7.4 0.5843
-4.6 -7.4 0.7074
-4.4 -7.4 0.8352
-4.2 -7.4 0.8557
-4 -7.4 0.738
-3.8 -7.4 0.5699
-3.6 -7.4 0.4931
-3.4 -7.4 0.5832
-3.2 -7.4 0.7764
-3 -7.4 0.9127
-2.8 -7.4 0.8672
-2.6 -7.4 0.6618
-2.4 -7.4 0.4574
-2.2 -7.4 0.4253
-2 -7.4 0.5997
-1.8 -7.4 0.84
-1.6 -7.4 0.9403
-1.4 -7.4 0.8019
-1.2 -7.4 0.5236
-1 -7.4 0.3272
-0.8 -7.4 0.3757
-0.6 -7.4 0.6314
-0.4 -7.4 0.8801
-0.2 -7.4 0.9043
0 -7.4 0.6675
0.2 -7.4 0.3511
0.4 -7.4 0.2091
0.6 -7.4 0.3566
0.8 -7.4 0.6695
1 -7.4 0.8815
1.2 -7.4 0.8044
1.4 -7.4 0.4868
1.6 -7.4 0.1792
1.8 -7.4 0.1284
2 -7.4 0.3713
2.2 -7.4 0.7015
2.4 -7.4 0.837
2.6 -7.4 0.6544
2.8 -7.4 0.2931
3 -7.4 0.042
3.2 -7.4 0.1007
3.4 -7.4 0.4139
3.6 -7.4 0.7157
3.8 -7.4 0.7495
4 -7.4 0.4803
4.2 -7.4 0.1231
4.4 -7.4 -0.0346
4.6 -7.4 0.1292
4.8 -7.4 0.4718
5 -7.4 0.7048
5.2 -7.4 0.6332
5.4 -7.4 0.3145
5.6 -7.4 0.0088
5.8 -7.4 -0.038
6 -7.4 0.2047
6.2 -7.4 0.5303
6.4 -7.4 0.6692
6.6 -7.4 0.5104
6.8 -7.4 0.1893
7 -7.4 -0.0294
7.2 -7.4 0.029
7.4 -7.4 0.3088
7.6 -7.4 0.5766
7.8 -7.4 0.617
8 -7.4 0.4073
8.2 -7.4 0.1291
8.4 -7.4 0.013
8.6 -7.4 0.1488
8.8 -7.4 0.419
9 -7.4 0.6036
9.2 -7.4 0.563
9.4 -7.4 0.3472
9.6 -7.4 0.145
9.8 -7.4 0.1234
10 -7.4 0.2944
-10 -7.2 0.3589
-9.8 -7.2 0.1014
-9.6 -7.2 0.0319
-9.4 -7.2 0.2016
-9.2 -7.2 0.4661
-9 -7.2 0.6124
-8.8 -7.2 0.5347
-8.6 -7.2 0.3138
-8.4 -7.2 0.1417
-8.2 -7.2 0.1591
-8 -7.2 0.3456
-7.8 -7.2 0.5471
-7.6 -7.2 0.6091
-7.4 -7.2 0.5012
-7.2 -7.2 0.3317
-7 -7.2 0.2485
-6.8 -7.2 0.317
-6.6 -7.2 0.4755
-6.4 -7.2 0.5976
-6.2 -7.2 0.6004
-6 -7.2 0.5058
-5.8 -7.2 0.41
-5.6 -7.2 0.3965
-5.4 -7.2 0.4708
-5.2 -7.2 0.5679
-5 -7.2 0.6167
-4.8 -7.2 0.5988
-4.6 -7.2 0.5534
-4.4 -7.2 0.5318
-4.2 -7.2 0.5513
-4 -7.2 0.5879
-3.8 -7.2 0.6098
-3.6 -7.2 0.6117
-3.4 -7.2 0.6151
-3.2 -7.2 0.6382
-3 -7.2 0.6695
-2.8 -7.2 0.677
-2.6 -7.2 0.6453
-2.4 -7.2 0.601
-2.2 -7.2 0.5953
-2 -7.2 0.6543
-1.8 -7.2 0.7438
-1.6 -7.2 0.7901
-1.4 -7.2 0.7439
-1.2 -7.2 0.6337
-1 -7.2 0.5524
-0.8 -7.2 0.5816
-0.6 -7.2 0.7135
-0.4 -7.2 0.8461
-0.2 -7.2 0.8627
0 -7.2 0.7353
0.2 -7.2 0.5596
0.4 -7.2 0.4834
0.6 -7.2 0.5812
0.8 -7.2 0.782
1 -7.2 0.9188
1.2 -7.2 0.8658
1.4 -7.2 0.6509
1.6 -7.2 0.4429
1.8 -7.2 0.4155
2 -7.2 0.5986
2.2 -7.2 0.8434
2.4 -7.2 0.9399
2.6 -7.2 0.7922
2.8 -7.2 0.5069
3 -7.2 0.3115
3.2 -7.2 0.3677
3.4 -7.2 0.6309
3.6 -7.2 0.8799
3.8 -7.2 0.8969
4 -7.2 0.6514
4.2 -7.2 0.3321
4.4 -7.2 0.1954
4.6 -7.2 0.3516
4.8 -7.2 0.6687
5 -7.2 0.877
5.2 -7.2 0.7911
5.4 -7.2 0.4675
5.6 -7.2 0.1618
5.8 -7.2 0.1191
6 -7.2 0.3694
6.2 -7.2 0.6997
6.4 -7.2 0.8282
6.6 -7.2 0.6377
6.8 -7.2 0.2747
7 -7.2 0.0296
7.2 -7.2 0.0972
7.4 -7.2 0.4144
7.6 -7.2 0.7123
7.8 -7.2 0.7379
8 -7.2 0.4636
8.2 -7.2 0.1093
8.4 -7.2 -0.0398
8.6 -7.2 0.1314
8.8 -7.2 0.4738
9 -7.2 0.6999
9.2 -7.2 0.6209
9.4 -7.2 0.3014
9.6 -7.2 0.0025
9.8 -7.2 -0.0352
10 -7.2 0.2113
-10 -7 0.39
-9.8 -7 0.055
-9.6 -7 -0.0373
-9.4 -7 0.181
-9.2 -7 0.5226
-9 -7 0.7015
-8.8 -7 0.5693
-8.6 -7 0.2353
-8.4 -7 -0.0273
-8.2 -7 -0.0083
-8 -7 0.2687
-7.8 -7 0.5703
-7.6 -7 0.6489
-7.4 -7 0.4459
-7.2 -7 0.1341
-7 -7 -0.0297
-6.8 -7 0.0835
-6.6 -7 0.3736
-6.4 -7 0.601
-6.2 -7 0.5865
-6 -7 0.3547
-5.8 -7 0.1056
-5.6 -7 0.0448
-5.4 -7 0.216
-5.2 -7 0.4742
-5 -7 0.6122
-4.8 -7 0.5317
-4.6 -7 0.3166
-4.4 -7 0.154
-4.2 -7 0.1769
-4 -7 0.3604
-3.8 -7 0.5531
-3.6 -7 0.6086
-3.4 -7 0.5024
-3.2 -7 0.3415
-3 -7 0.2666
-2.8 -7 0.3362
-2.6 -7 0.4877
-2.4 -7 0.6008
-2.2 -7 0.6006
-2 -7 0.5116
-1.8 -7 0.4253
-1.6 -7 0.417
-1.4 -7 0.4876
-1.2 -7 0.5753
-1 -7 0.617
-0.8 -7 0.6005
-0.6 -7 0.5634
-0.4 -7 0.55
-0.2 -7 0.5701
0 -7 0.599
0.2 -7 0.6114
0.4 -7 0.6098
0.6 -7 0.6186
0.8 -7 0.6509
1 -7 0.6869
1.2 -7 0.6903
1.4 -7 0.6487
1.6 -7 0.5971
1.8 -7 0.5924
2 -7 0.6594
2.2 -7 0.7567
2.4 -7 0.8032
2.6 -7 0.7492
2.8 -7 0.6293
3 -7 0.5445
3.2 -7 0.5787
3.4 -7 0.7194
3.6 -7 0.8564
3.8 -7 0.8688
4 -7 0.7316
4.2 -7 0.5487
4.4 -7 0.4735
4.6 -7 0.5791
4.8 -7 0.7873
5 -7 0.9242
5.2 -7 0.8634
5.4 -7 0.6392
5.6 -7 0.428
5.8 -7 0.4058
6 -7 0.5974
6.2 -7 0.8464
6.4 -7 0.9386
6.6 -7 0.7817
6.8 -7 0.4897
7 -7 0.2958
7.2 -7 0.3599
7.4 -7 0.6303
7.6 -7 0.8792
7.8 -7 0.8888
8 -7 0.6348
8.2 -7 0.3131
8.4 -7 0.182
8.6 -7 0.3468
8.8 -7 0.6679
9 -7 0.8719
9.2 -7 0.7774
9.4 -7 0.4482
9.6 -7 0.1448
9.8 -7 0.1104
10 -7 0.3677
-10 -6.8 0.5641
-9.8 -6.8 0.2549
-9.6 -6.8 0.1744
-9.4 -6.8 0.3859
-9.2 -6.8 0.7102
-9 -6.8 0.8703
-8.8 -6.8 0.7209
-8.6 -6.8 0.3719
-8.4 -6.8 0.101
-8.2 -6.8 0.1247
-8 -6.8 0.4176
-7.8 -6.8 0.7308
-7.6 -6.8 0.7966
-7.4 -6.8 0.5508
-7.2 -6.8 0.1868
-7 -6.8 -0.0033
-6.8 -6.8 0.1296
-6.6 -6.8 0.4684
-6.4 -6.8 0.7267
-6.2 -6.8 0.6855
-6 -6.8 0.3741
-5.8 -6.8 0.0441
-5.6 -6.8 -0.0391
-5.4 -6.8 0.1849
-5.2 -6.8 0.5243
-5 -6.8 0.6953
-4.8 -6.8 0.5569
-4.6 -6.8 0.2243
-4.4 -6.8 -0.03
-4.2 -6.8 -0.0026
-4 -6.8 0.2761
-3.8 -6.8 0.5716
-3.6 -6.8 0.6423
-3.4 -6.8 0.4368
-3.2 -6.8 0.1307
-3 -6.8 -0.0236
-2.8 -6.8 0.0951
-2.6 -6.8 0.3824
-2.4 -6.8 0.6015
-2.2 -6.8 0.5811
-2 -6.8 0.3512
-1.8 -6.8 0.1109
-1.6 -6.8 0.0583
-1.4 -6.8 0.2308
-1.2 -6.8 0.4823
-1 -6.8 0.612
-0.8 -6.8 0.5291
-0.6 -6.8 0.3201
-0.4 -6.8 0.1671
-0.2 -6.8 0.1951
0 -6.8 0.3751
0.2 -6.8 0.559
0.4 -6.8 0.6082
0.6 -6.8 0.504
0.8 -6.8 0.3519
1 -6.8 0.2852
1.2 -6.8 0.3554
1.4 -6.8 0.4995
1.6 -6.8 0.6037
1.8 -6.8 0.6008
2 -6.8 0.5178
2.2 -6.8 0.441
2.4 -6.8 0.4374
2.6 -6.8 0.5039
2.8 -6.8 0.5821
3 -6.8 0.6171
3.2 -6.8 0.6022
3.4 -6.8 0.5737
3.6 -6.8 0.5681
3.8 -6.8 0.5883
4 -6.8 0.6094
4.2 -6.8 0.6124
4.4 -6.8 0.6078
4.6 -6.8 0.6222
4.8 -6.8 0.6636
5 -6.8 0.704
5.2 -6.8 0.7028
5.4 -6.8 0.6513
5.6 -6.8 0.5926
5.8 -6.8 0.5894
6 -6.8 0.6646
6.2 -6.8 0.7694
6.4 -6.8 0.8156
6.6 -6.8 0.7534
6.8 -6.8 0.6241
7 -6.8 0.5361
7.2 -6.8 0.5758
7.4 -6.8 0.7253
7.6 -6.8 0.8663
7.8 -6.8 0.8739
8 -6.8 0.727
8.2 -6.8 0.5371
8.4 -6.8 0.4633
8.6 -6.8 0.577
8.8 -6.8 0.7923
9 -6.8 0.9288
9.2 -6.8 0.86
9.4 -6.8 0.6267
9.6 -6.8 0.4127
9.8 -6.8 0.3961
10 -6.8 0.5963
-10 -6.6 0.6896
-9.8 -6.6 0.501
-9.6 -6.6 0.4574
-9.4 -6.6 0.605
-9.2 -6.6 0.8277
-9 -6.6 0.9362
-8.8 -6.6 0.8259
-8.6 -6.6 0.5722
-8.4 -6.6 0.3773
-8.2 -6.6 0.404
-8 -6.6 0.6352
-7.8 -6.6 0.8787
-7.6 -6.6 0.9226
-7.4 -6.6 0.7138
-7.2 -6.6 0.4102
-7 -6.6 0.2557
-6.8 -6.6 0.3772
-6.6 -6.6 0.6739
-6.4 -6.6 0.894
-6.2 -6.6 0.8424
-6 -6.6 0.5458
-5.8 -6.6 0.2365
-5.6 -6.6 0.1631
-5.4 -6.6 0.3827
-5.2 -6.6 0.7089
-5 -6.6 0.8631
-4.8 -6.6 0.7052
-4.6 -6.6 0.3525
-4.4 -6.6 0.086
-4.2 -6.6 0.1186
-4 -6.6 0.4171
-3.8 -6.6 0.7279
-3.6 -6.6 0.7857
-3.4 -6.6 0.5334
-3.2 -6.6 0.1704
-3 -6.6 -0.012
-2.8 -6.6 0.1291
-2.6 -6.6 0.4696
-2.4 -6.6 0.7219
-2.2 -6.6 0.6727
-2 -6.6 0.3586
-1.8 -6.6 0.0339
-1.6 -6.6 -0.0401
-1.4 -6.6 0.1893
-1.2 -6.6 0.526
-1 -6.6 0.6891
-0.8 -6.6 0.5449
-0.6 -6.6 0.2142
-0.4 -6.6 -0.0317
-0.2 -6.6 0.0039
0 -6.6 0.2838
0.2 -6.6 0.573
0.4 -6.6 0.6359
0.6 -6.6 0.4283
0.8 -6.6 0.1283
1 -6.6 -0.0166
1.2 -6.6 0.1072
1.4 -6.6 0.3913
1.6 -6.6 0.6021
1.8 -6.6 0.576
2 -6.6 0.3485
2.2 -6.6 0.1171
2.4 -6.6 0.0726
2.6 -6.6 0.2458
2.8 -6.6 0.4904
3 -6.6 0.6118
3.2 -6.6 0.527
3.4 -6.6 0.3244
3.6 -6.6 0.181
3.8 -6.6 0.2137
4 -6.6 0.3898
4.2 -6.6 0.5647
4.4 -6.6 0.6079
4.6 -6.6 0.5061
4.8 -6.6 0.3629
5 -6.6 0.3042
5.2 -6.6 0.3745
5.4 -6.6 0.5109
5.6 -6.6 0.6064
5.8 -6.6 0.6012
6 -6.6 0.5245
6.2 -6.6 0.4571
6.4 -6.6 0.4578
6.6 -6.6 0.5197
6.8 -6.6 0.5883
7 -6.6 0.6168
7.2 -6.6 0.6041
7.4 -6.6 0.5843
7.6 -6.6 0.5862
7.8 -6.6 0.6061
8 -6.6 0.6189
8.2 -6.6 0.6126
8.4 -6.6 0.6055
8.6 -6.6 0.6259
8.8 -6.6 0.6763
9 -6.6 0.7206
9.2 -6.6 0.7144
9.4 -6.6 0.653
9.6 -6.6 0.5875
9.8 -6.6 0.5862
10 -6.6 0.6698
-10 -6.4 0.6275
-9.8 -6.4 0.6094
-9.6 -6.4 0.6037
-9.4 -6.4 0.6379
-9.2 -6.4 0.7006
-9 -6.4 0.7424
-8.8 -6.4 0.7193
-8.6 -6.4 0.6412
-8.4 -6.4 0.575
-8.2 -6.4 0.5908
-8 -6.4 0.6942
-7.8 -6.4 0.8093
-7.6 -6.4 0.836
-7.4 -6.4 0.739
-7.2 -6.4 0.5895
-7 -6.4 0.5143
-6.8 -6.4 0.5889
-6.6 -6.4 0.7643
-6.4 -6.4 0.8968
-6.2 -6.4 0.8657
-6 -6.4 0.6815
-5.8 -6.4 0.4879
-5.6 -6.4 0.4479
-5.4 -6.4 0.604
-5.2 -6.4 0.8324
-5 -6.4 0.9383
-4.8 -6.4 0.819
-4.6 -6.4 0.5574
-4.4 -6.4 0.362
-4.2 -6.4 0.3957
-4 -6.4 0.6349
-3.8 -6.4 0.8801
-3.6 -6.4 0.9176
-3.4 -6.4 0.6996
-3.2 -6.4 0.3917
-3 -6.4 0.2413
-2.8 -6.4 0.3714
-2.6 -6.4 0.6735
-2.4 -6.4 0.891
-2.2 -6.4 0.8309
-2 -6.4 0.5271
-1.8 -6.4 0.2182
-1.6 -6.4 0.1523
-1.4 -6.4 0.3798
-1.2 -6.4 0.7075
-1 -6.4 0.8555
-0.8 -6.4 0.6891
-0.6 -6.4 0.3332
-0.4 -6.4 0.0716
-0.2 -6.4 0.113
0 -6.4 0.4167
0.2 -6.4 0.7248
0.4 -6.4 0.7745
0.6 -6.4 0.5161
0.8 -6.4 0.1545
1 -6.4 -0.0198
1.2 -6.4 0.1292
1.4 -6.4 0.4709
1.6 -6.4 0.717
1.8 -6.4 0.66
2 -6.4 0.3436
2.2 -6.4 0.0247
2.4 -6.4 -0.0402
2.6 -6.4 0.1943
2.8 -6.4 0.5279
3 -6.4 0.6829
3.2 -6.4 0.5332
3.4 -6.4 0.2048
3.6 -6.4 -0.0324
3.8 -6.4 0.0111
4 -6.4 0.2919
4.2 -6.4 0.5745
4.4 -6.4 0.6296
4.6 -6.4 0.4204
4.8 -6.4 0.1268
5 -6.4 -0.0086
5.2 -6.4 0.1199
5.4 -6.4 0.4003
5.6 -6.4 0.6028
5.8 -6.4 0.5712
6 -6.4 0.3466
6.2 -6.4 0.1242
6.4 -6.4 0.0876
6.6 -6.4 0.261
6.8 -6.4 0.4983
7 -6.4 0.6117
7.2 -6.4 0.5254
7.4 -6.4 0.3295
7.6 -6.4 0.1955
7.8 -6.4 0.2326
8 -6.4 0.4043
8.2 -6.4 0.5702
8.4 -6.4 0.6077
8.6 -6.4 0.5087
8.8 -6.4 0.3746
9 -6.4 0.3235
9.2 -6.4 0.3934
9.4 -6.4 0.5219
9.6 -6.4 0.6087
9.8 -6.4 0.6017
10 -6.4 0.5316
-10 -6.2 0.4481
-9.8 -6.2 0.5901
-9.6 -6.2 0.5999
-9.4 -6.2 0.4931
-9.2 -6.2 0.3761
-9 -6.2 0.3504
-8.8 -6.2 0.4321
-8.6 -6.2 0.55
-8.4 -6.2 0.6151
-8.2 -6.2 0.5952
-8 -6.2 0.5312
-7.8 -6.2 0.4908
-7.6 -6.2 0.5076
-7.4 -6.2 0.5605
-7.2 -6.2 0.6041
-7 -6.2 0.6149
-6.8 -6.2 0.6075
-6.6 -6.2 0.6097
-6.4 -6.2 0.6288
-6.2 -6.2 0.6439
-6 -6.2 0.6338
-5.8 -6.2 0.6074
-5.6 -6.2 0.6014
-5.4 -6.2 0.6431
-5.2 -6.2 0.7142
-5 -6.2 0.7576
-4.8 -6.2 0.7276
-4.6 -6.2 0.6396
-4.4 -6.2 0.5686
-4.2 -6.2 0.5884
-4 -6.2 0.7006
-3.8 -6.2 0.8213
-3.6 -6.2 0.845
-3.4 -6.2 0.7386
-3.2 -6.2 0.5808
-3 -6.2 0.5052
-2.8 -6.2 0.5871
-2.6 -6.2 0.7705
-2.4 -6.2 0.9044
-2.2 -6.2 0.8665
-2 -6.2 0.6725
-1.8 -6.2 0.4743
-1.6 -6.2 0.4384
-1.4 -6.2 0.6031
-1.2 -6.2 0.8367
-1 -6.2 0.9396
-0.8 -6.2 0.8112
-0.6 -6.2 0.5419
-0.4 -6.2 0.3465
-0.2 -6.2 0.3875
0 -6.2 0.6345
0.2 -6.2 0.881
0.4 -6.2 0.9118
0.6 -6.2 0.6847
0.8 -6.2 0.3731
1 -6.2 0.227
1.2 -6.2 0.3658
1.4 -6.2 0.6729
1.6 -6.2 0.8875
1.8 -6.2 0.8188
2 -6.2 0.5082
2.2 -6.2 0.2002
2.4 -6.2 0.1419
2.6 -6.2 0.3772
2.8 -6.2 0.706
3 -6.2 0.8475
3.2 -6.2 0.6729
3.4 -6.2 0.3142
3.6 -6.2 0.0578
3.8 -6.2 0.108
4 -6.2 0.4167
4.2 -6.2 0.7216
4.4 -6.2 0.7632
4.6 -6.2 0.4989
4.8 -6.2 0.1392
5 -6.2 -0.0268
5.2 -6.2 0.1299
5.4 -6.2 0.4724
5.6 -6.2 0.7121
5.8 -6.2 0.6473
6 -6.2 0.3291
6.2 -6.2 0.0164
6.4 -6.2 -0.0393
6.6 -6.2 0.1998
6.8 -6.2 0.5299
7 -6.2 0.6768
7.2 -6.2 0.5219
7.4 -6.2 0.1963
7.6 -6.2 -0.0321
7.8 -6.2 0.0192
8 -6.2 0.3003
8.2 -6.2 0.5761
8.4 -6.2 0.6236
8.6 -6.2 0.4132
8.8 -6.2 0.1263
9 -6.2 0.0004
9.2 -6.2 0.1331
9.4 -6.2 0.4094
9.6 -6.2 0.6034
9.8 -6.2 0.5668
10 -6.2 0.3454
-10 -6 0.357
-9.8 -6 0.6011
-9.6 -6 0.5988
-9.4 -6 0.3629
-9.2 -6 0.0956
-9 -6 0.0171
-8.8 -6 0.1857
-8.6 -6 0.4578
-8.4 -6 0.6132
-8.2 -6 0.5376
-8 -6 0.3095
-7.8 -6 0.1262
-7.6 -6 0.1378
-7.4 -6 0.3286
-7.2 -6 0.5404
-7 -6 0.6095
-6.8 -6 0.4991
-6.6 -6 0.3189
-6.4 -6 0.2259
-6.2 -6 0.2936
-6 -6 0.4609
-5.8 -6 0.5938
-5.6 -6 0.5998
-5.4 -6 0.4979
-5.2 -6 0.3904
-5 -6 0.3707
-4.8 -6 0.4497
-4.6 -6 0.5585
-4.4 -6 0.616
-4.2 -6 0.5966
-4 -6 0.5405
-3.8 -6 0.5087
-3.6 -6 0.5271
-3.4 -6 0.5731
-3.2 -6 0.6071
-3 -6 0.6137
-2.8 -6 0.6108
-2.6 -6 0.6223
