NaN	-1000	-900	-800	-700	-600	-500	-400	-300	-200	-100	0	100	200	300	400	500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000
1000	4.20117775720768E-6	7.31565149326829E-6	2.57997991196319E-5	8.12945670541015E-7	4.51679596678345E-6	-5.82406455600444E-6	-5.1663103415802E-6	3.13667222811677E-6	1.40503946078137E-5	-1.57829852696408E-5	3.54168122205617E-6	-1.37481780627923E-5	-1.2045291110065E-5	1.96674642959956E-5	1.4976672153895E-6	-6.07050056509535E-6	3.84079211147085E-7	1.7468245620238E-5	1.40567302626622E-5	-3.71612367503475E-6	1.77897099581168E-5	-3.04267074285499E-5	1.82129924811677E-6	-1.08592873852166E-5	-7.49060874854989E-6	1.40287598050865E-5	-1.25471855130953E-5	-1.07912493033984E-5	1.92233377038743E-5	-1.02876513826711E-5	-1.1925707559459E-5	-1.76651730249135E-5	-6.89423792812564E-6	-2.26179324503681E-5	1.47416002781375E-6	-2.21976143906711E-5	3.0274528679935E-5	1.39911618935713E-5	1.46783475267834E-5	5.49617635841981E-6	-9.16997717733776E-6
1100	9.83473365964671E-6	-6.92886680429269E-6	3.0490012222071E-5	-1.365408102702E-5	-1.05118015307775E-5	2.56722935464346E-5	-1.18391204391412E-5	-2.00061560694442E-5	5.70762791025277E-6	-1.44977279672018E-5	3.27454535244952E-5	-1.51073603603533E-5	-1.7678847747626E-5	3.49147631984346E-5	5.58683711782852E-6	-2.51012346265632E-6	1.33508905335861E-5	-9.29597277732298E-6	-1.86167394348987E-5	-1.58885137259572E-6	-7.03847913944419E-6	-1.84503601261109E-5	3.30562901505558E-5	-9.46571728277753E-6	-1.81748740461109E-5	-8.58094472474499E-7	2.67266818934368E-6	-1.08689660009594E-5	-2.68902123368663E-6	-1.34358256802321E-5	-1.18517079701995E-6	1.07607413975255E-5	7.86453331431338E-6	1.4483766452071E-5	-6.88138869747225E-7	-6.61353968823208E-6	-1.1060335417626E-5	-2.17665120039896E-5	1.53236398892225E-5	-8.47436939141174E-7	2.29138695851013E-5
1200	-3.8935137615728E-6	9.67809597448781E-6	-6.22412799914856E-6	8.95969035176054E-6	1.51336536480029E-5	-2.83922947478492E-6	-1.74028226603607E-5	2.33710259093363E-5	4.39606688903327E-6	2.16315968015787E-5	3.74024190327569E-6	-2.04828895015728E-5	3.39741837115447E-6	4.77582617721508E-6	-1.5513671503391E-5	2.77188051612417E-6	2.3320024723666E-6	-1.60101153985425E-5	1.25188887438818E-5	9.97356900618477E-6	-4.61742598066371E-6	-1.38136719473304E-5	7.05606742933628E-6	9.78204096002962E-7	-2.48341744673304E-5	7.50024686305988E-7	2.55349236812417E-6	6.87299577821136E-7	-1.73849221549061E-5	-5.86201650145159E-6	2.78941498176053E-6	-6.057891623694E-6	2.36108611309387E-6	1.14793328308514E-5	-1.60864274909667E-5	2.21876648905484E-5	-5.45592458845532E-7	-1.32418866252092E-5	-3.15663439199704E-6	1.38004963963932E-6	1.30644205638818E-5
1300	7.65977172076844E-8	-1.58192689267317E-5	-8.37059730036807E-6	-5.59053994945897E-6	9.75438254678345E-6	-1.43921403760044E-5	-1.13824581615802E-5	-5.75369139188322E-6	-1.73895761218625E-6	1.49434155103592E-5	-1.06808197943834E-7	9.54661871720769E-6	1.2703122069935E-5	-1.83939343240044E-5	2.8602339953895E-6	8.87449501490465E-6	-2.22511235888529E-5	-1.76114313976201E-6	2.17171710426622E-5	-1.23740536950347E-5	-1.46442876618832E-5	1.24420587514501E-5	9.61046902811677E-6	1.09474901947834E-5	-8.34678796854989E-6	3.98635618508648E-6	1.59613268669047E-5	-2.46641432339838E-6	-5.83773875612565E-6	-9.1048450026711E-6	1.2815130680541E-5	-9.47290272491352E-6	-3.85479938812564E-6	-7.49463887036807E-6	-3.47569399218625E-6	5.4484133893289E-6	1.1697278859935E-5	-3.54528932642867E-6	2.36017930678345E-6	1.33180831384198E-5	7.11529166266224E-6
1400	-6.3312274913289E-6	1.02795868447317E-5	-3.25314975289047E-5	-3.27223337799556E-6	-1.43577778017531E-5	2.3115500995459E-5	1.63606274098832E-5	1.51093663958019E-6	-2.21215624407228E-5	9.20905028182262E-6	-6.91684482648041E-6	3.1594267886711E-6	1.92188296413984E-5	-4.92208455254102E-6	2.68509351668529E-5	8.02792386368063E-7	-1.11904881738951E-6	1.95536732717014E-5	1.40126909541256E-5	-2.62454757235713E-5	-3.33239809041981E-6	-3.31651908708648E-6	9.90827819958019E-6	-8.37789233753141E-7	-1.37815723970865E-5	1.60037643565499E-5	-1.05600457616319E-5	-9.78544475193496E-6	1.57017441533776E-6	-3.74120509120768E-6	1.98937706520044E-5	-1.65732537534501E-5	-5.15452016662224E-7	-2.01804650989047E-5	-7.93674522072284E-6	9.28445796079231E-6	1.69946328313984E-5	7.10536245034739E-7	-6.98934752175314E-6	8.24142890988322E-6	-1.13131033658744E-5
1500	-1.01813299001094E-5	-1.01846576240488E-5	1.99977328623149E-5	1.1163299013224E-5	-4.01822989053362E-6	1.20859235866785E-5	8.30782460110273E-6	-7.2375093092003E-6	-4.13700389503328E-7	-2.79499817269579E-5	-2.16218794352609E-5	3.04673126798906E-5	-8.85915456738211E-6	-1.48643823613215E-5	-1.13916710019276E-5	-6.17579022241242E-6	7.74624377383001E-6	1.43306118629209E-5	3.17277920534516E-6	1.07313206764818E-6	-1.26355250992003E-5	2.42492831413303E-6	2.52588423307997E-5	-3.60364242533626E-7	1.4128245804133E-5	1.24445981477694E-5	7.25841822958758E-6	5.97815275928455E-6	-2.47657219344272E-6	-1.73376848399882E-5	-8.62988355677605E-6	-1.50072696223059E-6	-4.58356526544271E-6	1.46173292314857E-7	4.84692197049668E-6	-3.32606324798817E-6	-2.21248869773821E-5	2.16172071625425E-6	1.22157096694664E-5	-7.41676389889727E-6	8.08175182534516E-6
1600	5.94415454671103E-7	1.82170359907317E-5	2.15864349709534E-6	-3.36830000319956E-5	5.51864368246861E-7	-2.63774305854103E-6	1.17570589558832E-5	2.1119423255802E-6	1.94534390527717E-6	-1.17167003721774E-5	-7.3561108048042E-7	7.1273002746711E-6	-3.97751941260162E-6	9.77649899345897E-6	-1.19369922871471E-5	-3.81140974763193E-6	1.95680831286105E-5	1.99368062177014E-5	-5.45785389987435E-6	-1.41099711775713E-5	-7.50242934441983E-6	1.66284867889135E-5	4.68941345580189E-7	-2.44935678877531E-5	-9.19650165108647E-6	1.13194463025499E-5	-2.49081441563193E-6	6.70361519406504E-6	1.94035556133777E-6	2.22479640147923E-5	-1.13055584019956E-5	-6.1116756074501E-6	-1.14885416706622E-5	-1.02598025529047E-5	-1.53593554747228E-5	6.48662510679232E-6	8.60673217739837E-6	7.88980279103474E-6	3.79833542424686E-6	4.06605361588322E-6	2.37369664012565E-6
1700	-1.2878216112207E-5	-3.83685877614634E-6	-1.29284445497827E-5	-4.59790739887361E-6	2.49335289736882E-6	-2.05467402541907E-6	3.57972318900517E-6	1.52229903587021E-5	1.10436773839911E-6	-1.16188613905543E-6	-3.19635120735847E-6	-6.32854813220695E-6	9.79339782052033E-6	1.33492624265809E-5	-1.98103850540251E-5	-1.743334535451E-5	-7.22878983826755E-6	-7.40545036917665E-6	9.8321811932476E-6	8.63913385555062E-6	2.73994665870214E-6	8.87097516203547E-6	-2.77275382212979E-5	-9.59204845463119E-6	7.13705782035477E-7	-7.78436826432816E-6	-1.486849158251E-5	-1.38764649281301E-6	1.60372199944597E-5	1.58531174791427E-6	2.70137692311264E-5	-1.10455659743282E-5	-1.12651399415403E-5	1.77334974802173E-5	1.42591108383991E-5	1.88106320599143E-5	9.36650881052032E-6	-1.07880897758433E-5	4.08574725736881E-6	1.12106866890052E-5	-3.12177552675241E-6
1800	7.13743929964671E-6	7.82976457570731E-6	-2.62636173979291E-5	9.72105853298005E-6	1.77150680492225E-5	8.3266455264346E-6	-2.91732205914117E-6	1.4122881105558E-6	-5.86136854974723E-6	1.37496994727982E-5	1.12320730449519E-6	-9.92204422035329E-6	-4.32051342762602E-6	4.51302677843458E-6	-9.28722930217147E-6	2.81846481734368E-6	1.07359109135861E-5	3.41241380267701E-6	-2.13844945489874E-6	-1.30031027925957E-5	-7.03560815944419E-6	2.22294845388913E-6	3.10211930555797E-7	-2.23923750277753E-6	1.57099451338891E-5	-3.6582347124745E-6	1.13513069693437E-5	4.77511977904065E-6	-7.22249585368662E-6	5.26196449976792E-6	8.69885368298005E-6	-2.6977374424745E-6	-1.59769068568662E-6	6.73373232070956E-7	-7.44412968974722E-6	-6.83239890823208E-6	-1.5039183237626E-5	-3.77207322398966E-6	5.18938254922246E-6	8.55580564085883E-6	-1.99914624348987E-5
1900	1.79531318869638E-5	6.93793282302439E-6	-6.02627195061198E-6	9.83717700029711E-6	-6.51306630346046E-6	-9.68671722624835E-6	2.9656565881759E-6	1.82995157872873E-7	1.52095443375698E-5	1.42514300115296E-7	-1.45380940481877E-5	-1.26794425303621E-6	1.20760752196911E-5	2.09747742575166E-6	-9.15066548543986E-8	-5.77313563533926E-6	8.61895896090319E-6	2.18615464999408E-6	-7.44704068758166E-6	9.21366745472136E-6	-1.63594026121271E-5	2.47255156120621E-6	1.53047317787287E-6	-7.00002333546045E-6	-1.80125741879379E-6	1.03374923348426E-5	-1.02406449833392E-5	9.49466342635772E-6	-8.19054606369554E-7	-9.328175452915E-6	-6.65778136970288E-6	-6.16936677515742E-6	-1.96200584383695E-5	-2.5012354920612E-5	-7.19305084243015E-6	1.7291435339085E-5	9.18367300969106E-6	-1.85190717766726E-5	6.77150205653954E-6	2.04457520881759E-5	1.51151904924183E-5
2000	2.61057157954915E-6	8.10596571560975E-6	-2.31577604580266E-5	4.37963949288249E-6	-4.48338841087509E-6	-9.56482473366298E-6	4.01326268076127E-6	-1.78162913495418E-5	-3.19436656984479E-6	1.34079537527007E-5	-7.73813495560237E-6	-2.00771708045085E-6	1.37422613122764E-5	-4.54713468166297E-6	-1.6550903562269E-5	-8.34913134275389E-6	-1.01909612465115E-5	-6.73957803742056E-6	8.9270252850037E-6	1.81934010513067E-5	1.90724678045824E-6	4.81459637379157E-6	-3.32288012954177E-6	1.58228368371249E-5	1.28027976737916E-5	-5.71957757257206E-6	-9.68909389075388E-6	3.07711991894309E-6	-3.59630771378419E-6	8.35560223967036E-6	-1.18890010771175E-5	8.14833011742795E-6	1.07874028742158E-5	-8.11792436802661E-6	-1.47122554984479E-6	9.86587373167036E-6	1.02571315022764E-5	6.43401951591279E-6	-1.18189678508751E-5	-6.64000321923873E-6	1.09521353650037E-5
