0	0.0155116	3.1029
0.05	0.0156115	3.10315
0.1	0.0157003	2.98168
0.15	0.0157648	2.89815
0.2	0.0161276	2.81984
0.25	0.0162693	2.74396
0.3	0.0165469	2.67795
0.35	0.0168077	2.61138
0.4	0.0170848	2.55197
0.45	0.0174806	2.49008
0.5	0.0178751	2.43539
0.6	0.0185284	2.34093
0.7	0.019244	2.2642
0.8	0.0199612	2.20328
0.9	0.0206349	2.15611
