-0.05	0	0	0	0
-0.0498	0	0	0	0
-0.0496	0	0	0	0
-0.0494	0	0	0	0
-0.0492	0	0	0	0
-0.049	0	0	0	0
-0.0488	0	0	0	0
-0.0486	0	0	0	0
-0.0484	0	0	0	0
-0.0482	0	0	0	0
-0.048	0	0	0	0
-0.0478	0	0	0	0
-0.0476	0	0	0	0
-0.0474	0	0	0	0
-0.0472	0	0	0	0
-0.047	5000	5000	10000	0
-0.0468	2.412e+07	2.412e+07	4.824e+07	6.98082e-07
-0.0466	2.424e+07	2.424e+07	4.848e+07	0.00235707
-0.0464	2.43e+07	2.43e+07	4.86e+07	0.00472234
-0.0462	2.439e+07	2.439e+07	4.878e+07	0.0070957
-0.046	2.43e+07	2.43e+07	4.86e+07	0.00947601
-0.0458	2.439e+07	2.439e+07	4.878e+07	0.01185
-0.0456	2.436e+07	2.436e+07	4.872e+07	0.0142318
-0.0454	2.463e+07	2.463e+07	4.926e+07	0.0166087
-0.0452	2.46e+07	2.46e+07	4.92e+07	0.0190146
-0.045	2.4525e+07	2.4525e+07	4.905e+07	0.0214159
-0.0448	2.4855e+07	2.4855e+07	4.971e+07	0.0238119
-0.0446	2.466e+07	2.466e+07	4.932e+07	0.0262381
-0.0444	2.466e+07	2.466e+07	4.932e+07	0.028647
-0.0442	2.496e+07	2.496e+07	4.992e+07	0.0310533
-0.044	2.487e+07	2.487e+07	4.974e+07	0.0334903
-0.0438	2.5065e+07	2.5065e+07	5.013e+07	0.0359199
-0.0436	2.4945e+07	2.4945e+07	4.989e+07	0.0383667
-0.0434	2.499e+07	2.499e+07	4.998e+07	0.0408015
-0.0432	2.523e+07	2.523e+07	5.046e+07	0.0432452
-0.043	2.505e+07	2.505e+07	5.01e+07	0.0457063
-0.0428	2.526e+07	2.526e+07	5.052e+07	0.0481551
-0.0426	2.5485e+07	2.5485e+07	5.097e+07	0.0506194
-0.0424	2.5245e+07	2.5245e+07	5.049e+07	0.0531068
-0.0422	2.553e+07	2.553e+07	5.106e+07	0.0555706
-0.042	2.523e+07	2.523e+07	5.046e+07	0.0580638
-0.0418	2.5875e+07	2.5875e+07	5.175e+07	0.0605285
-0.0416	2.541e+07	2.541e+07	5.082e+07	0.0630547
-0.0414	2.559e+07	2.559e+07	5.118e+07	0.0655372
-0.0412	2.568e+07	2.568e+07	5.136e+07	0.0680341
-0.041	2.592e+07	2.592e+07	5.184e+07	0.0705409
-0.0408	2.577e+07	2.577e+07	5.154e+07	0.0730721
-0.0406	2.583e+07	2.583e+07	5.166e+07	0.0755887
-0.0404	2.592e+07	2.592e+07	5.184e+07	0.07811
-0.0402	2.613e+07	2.613e+07	5.226e+07	0.0806414
-0.04	2.616e+07	2.616e+07	5.232e+07	0.083193
-0.0398	2.616e+07	2.616e+07	5.232e+07	0.0857469
-0.0396	2.595e+07	2.595e+07	5.19e+07	0.0883021
-0.0394	2.6445e+07	2.6445e+07	5.289e+07	0.0908347
-0.0392	2.634e+07	2.634e+07	5.268e+07	0.0934173
-0.039	2.6355e+07	2.6355e+07	5.271e+07	0.0959921
-0.0388	2.637e+07	2.637e+07	5.274e+07	0.098563
-0.0386	2.673e+07	2.673e+07	5.346e+07	0.10114
-0.0384	2.6625e+07	2.6625e+07	5.325e+07	0.103747
-0.0382	2.6625e+07	2.6625e+07	5.325e+07	0.106346
-0.038	2.637e+07	2.637e+07	5.274e+07	0.108945
-0.0378	2.694e+07	2.694e+07	5.388e+07	0.111523
-0.0376	2.7e+07	2.7e+07	5.4e+07	0.114153
-0.0374	2.676e+07	2.676e+07	5.352e+07	0.116789
-0.0372	2.709e+07	2.709e+07	5.418e+07	0.119403
-0.037	2.715e+07	2.715e+07	5.43e+07	0.122048
-0.0368	2.697e+07	2.697e+07	5.394e+07	0.124695
-0.0366	2.706e+07	2.706e+07	5.412e+07	0.127332
-0.0364	2.733e+07	2.733e+07	5.466e+07	0.129973
-0.0362	2.724e+07	2.724e+07	5.448e+07	0.132644
-0.036	2.778e+07	2.778e+07	5.556e+07	0.135302
-0.0358	2.73e+07	2.73e+07	5.46e+07	0.138011
-0.0356	2.748e+07	2.748e+07	5.496e+07	0.140681
-0.0354	2.751e+07	2.751e+07	5.502e+07	0.143362
-0.0352	2.766e+07	2.766e+07	5.532e+07	0.14605
-0.035	2.754e+07	2.754e+07	5.508e+07	0.14875
-0.0348	2.805e+07	2.805e+07	5.61e+07	0.15144
-0.0346	2.787e+07	2.787e+07	5.574e+07	0.154181
-0.0344	2.802e+07	2.802e+07	5.604e+07	0.156899
-0.0342	2.799e+07	2.799e+07	5.598e+07	0.159638
-0.034	2.787e+07	2.787e+07	5.574e+07	0.162367
-0.0338	2.82e+07	2.82e+07	5.64e+07	0.165092
-0.0336	2.829e+07	2.829e+07	5.658e+07	0.167846
-0.0334	2.8305e+07	2.8305e+07	5.661e+07	0.170607
-0.0332	2.8575e+07	2.8575e+07	5.715e+07	0.173369
-0.033	2.8575e+07	2.8575e+07	5.715e+07	0.17616
-0.0328	2.8575e+07	2.8575e+07	5.715e+07	0.178953
-0.0326	2.8545e+07	2.8545e+07	5.709e+07	0.181739
-0.0324	2.835e+07	2.835e+07	5.67e+07	0.184528
-0.0322	2.9055e+07	2.9055e+07	5.811e+07	0.187297
-0.032	2.8995e+07	2.8995e+07	5.799e+07	0.190133
-0.0318	2.9085e+07	2.9085e+07	5.817e+07	0.192963
-0.0316	2.8635e+07	2.8635e+07	5.727e+07	0.195804
-0.0314	2.916e+07	2.916e+07	5.832e+07	0.1986
-0.0312	2.9475e+07	2.9475e+07	5.895e+07	0.201448
-0.031	2.9265e+07	2.9265e+07	5.853e+07	0.204324
-0.0308	2.898e+07	2.898e+07	5.796e+07	0.207182
-0.0306	2.958e+07	2.958e+07	5.916e+07	0.210015
-0.0304	2.949e+07	2.949e+07	5.898e+07	0.2129
-0.0302	2.958e+07	2.958e+07	5.916e+07	0.215781
-0.03	2.988e+07	2.988e+07	5.976e+07	0.218667
