Identifier	matchCounts
ENSMUST00000189952	56
ENSMUST00000194192	1203
ENSMUST00000182018	2304
ENSMUST00000185736	116
ENSMUST00000183100	384
ENSMUST00000182507	336
ENSMUST00000193333	0
ENSMUST00000194178	2
ENSMUST00000194920	1
ENSMUST00000195223	0
ENSMUST00000042493	278
ENSMUST00000188583	267
ENSMUST00000027303	662
ENSMUST00000187077	28
ENSMUST00000137794	129
ENSMUST00000149962	323
ENSMUST00000134327	200
ENSMUST00000128086	57
ENSMUST00000136770	317
ENSMUST00000191000	30
ENSMUST00000185610	3
ENSMUST00000027302	12
ENSMUST00000190122	7
ENSMUST00000188884	7
ENSMUST00000186252	4
ENSMUST00000188972	3
ENSMUST00000188019	0
ENSMUST00000027299	0
ENSMUST00000191604	0
ENSMUST00000027298	0
ENSMUST00000115071	0
ENSMUST00000190790	0
ENSMUST00000047840	0
ENSMUST00000052670	0
ENSMUST00000159747	103
ENSMUST00000162599	64
ENSMUST00000159021	32
ENSMUST00000047664	71
ENSMUST00000162760	42
ENSMUST00000159059	24
ENSMUST00000160855	43
ENSMUST00000211073	0
ENSMUST00000167518	3757
ENSMUST00000047534	3757
ENSMUST00000170092	1217
ENSMUST00000185469	1194
ENSMUST00000191307	1077
ENSMUST00000185279	804
ENSMUST00000185231	732
ENSMUST00000140534	360
ENSMUST00000192924	0
ENSMUST00000156687	357
ENSMUST00000027297	1269
ENSMUST00000152654	210
ENSMUST00000191722	314
ENSMUST00000195698	0
ENSMUST00000088174	2524
ENSMUST00000194670	1294
ENSMUST00000046875	3785
ENSMUST00000173999	1694
ENSMUST00000174266	3561
ENSMUST00000173250	183
ENSMUST00000174224	508
ENSMUST00000173166	1159
ENSMUST00000173082	123
ENSMUST00000174716	1310
ENSMUST00000174142	331
ENSMUST00000172592	197
ENSMUST00000192159	60
ENSMUST00000056946	56
ENSMUST00000188666	10
ENSMUST00000126413	16
ENSMUST00000142319	5
ENSMUST00000150747	11
ENSMUST00000145179	15
ENSMUST00000124280	28
ENSMUST00000097778	56
ENSMUST00000116629	55
ENSMUST00000115031	59
ENSMUST00000115032	63
ENSMUST00000137906	63
ENSMUST00000192874	5
ENSMUST00000115029	60
ENSMUST00000140218	4
ENSMUST00000147123	11
ENSMUST00000141121	9
ENSMUST00000185912	1101
ENSMUST00000010597	1104
ENSMUST00000186470	677
ENSMUST00000188961	677
ENSMUST00000188528	76
ENSMUST00000185621	65
ENSMUST00000187628	46
ENSMUST00000185614	57
