40	0	0
41	0.00182149362477231	2
42	0.00455373406193078	5
43	0.00182149362477231	2
44	0.00455373406193078	5
45	0.00546448087431694	6
46	0.0063752276867031	7
47	0.00728597449908925	8
48	0.01183970856102	13
49	0.0191256830601093	21
50	0.0209471766848816	23
51	0.0300546448087432	33
52	0.0309653916211293	34
53	0.0364298724954463	40
54	0.0264116575591985	29
55	0.0418943533697632	46
56	0.0327868852459016	36
57	0.0309653916211293	34
58	0.0519125683060109	57
59	0.0537340619307832	59
60	0.191256830601093	210
61	0.0528233151183971	58
62	0.0491803278688525	54
63	0.0255009107468124	28
64	0.0364298724954463	40
65	0.034608378870674	38
66	0.0282331511839709	31
67	0.0300546448087432	33
68	0.0264116575591985	29
69	0.0227686703096539	25
70	0.0200364298724954	22
71	0.0136612021857923	15
72	0.01183970856102	13
73	0.00546448087431694	6
74	0.00728597449908925	8
75	0.00728597449908925	8
76	0.00273224043715847	3
77	0.00910746812386157	10
78	0.00182149362477231	2
79	0.00273224043715847	3
80	0.00182149362477231	2
