MUV-21 simulated	
2 q(deg.)	Intenisty (a. u.)
33.7	13.0406
33.72	14.4366
33.74	14.2875
33.76	12.6026
33.78	10.6475
33.8	9.48801
33.82	9.0217
33.84	8.28824
33.86	6.98157
33.88	5.64115
33.9	4.64276
33.92	3.93832
33.94	3.41718
33.96	3.06225
33.98	2.91194
34	2.97157
34.02	3.23919
34.04	3.65211
34.06	4.06116
34.08	4.451
34.1	4.95671
34.12	5.38745
34.14	5.24362
34.16	4.70139
34.18	4.27996
34.2	4.17137
34.22	4.38163
34.24	4.92457
34.26	5.85563
34.28	7.30293
34.3	9.43408
34.32	12.4706
34.34	16.7019
34.36	22.7609
34.38	31.5597
34.4	41.9541
34.42	48.3616
34.44	45.8412
34.46	37.5268
34.48	28.7065
34.5	22.7626
34.52	20.2775
34.54	19.6571
34.56	18.4243
34.58	16.4908
34.6	15.2309
34.62	14.7141
34.64	14.2037
34.66	12.9566
34.68	11.5986
34.7	11.2987
34.72	12.6454
34.74	15.9227
34.76	20.7876
34.78	25.5535
34.8	26.7978
34.82	23.2643
34.84	18.5302
34.86	15.5699
34.88	14.806
34.9	15.2054
34.92	15.1097
34.94	14.3614
34.96	14.2143
34.98	15.4675
35	18.1678
35.02	21.6885
35.04	24.4374
35.06	26.1389
35.08	27.9673
35.1	28.5869
35.12	25.6632
35.14	21.7111
35.16	19.3297
35.18	17.5349
35.2	14.5887
35.22	11.3929
35.24	9.14829
35.26	7.89584
35.28	7.20578
35.3	6.85257
35.32	6.61481
35.34	6.09808
35.36	5.46996
35.38	5.20203
35.4	5.48871
35.42	6.27489
35.44	7.18042
35.46	7.71055
35.48	8.13062
35.5	8.99333
35.52	10.131
35.54	10.6183
35.56	10.2783
35.58	10.1871
35.6	10.4793
35.62	10.1702
35.64	8.99114
35.66	7.41769
35.68	5.88894
35.7	4.70732
35.72	3.99403
35.74	3.71338
35.76	3.82025
35.78	4.36536
35.8	5.46409
35.82	7.23892
35.84	9.44183
35.86	10.9417
35.88	10.9361
35.9	10.3412
35.92	9.71119
35.94	9.2175
35.96	8.9937
35.98	8.42662
36	7.33178
36.02	6.48674
36.04	6.34655
36.06	6.93185
36.08	8.04084
36.1	9.50284
36.12	11.8884
36.14	16.047
36.16	21.8073
36.18	26.2314
36.2	25.1376
36.22	20.5847
36.24	16.7807
36.26	14.1701
36.28	11.5181
36.3	8.88349
36.32	6.94929
36.34	5.7657
36.36	5.09871
36.38	4.80811
36.4	4.79435
36.42	5.06348
36.44	5.85176
36.46	7.38872
36.48	9.66648
36.5	12.0642
36.52	13.2195
36.54	12.3993
36.56	10.4323
36.58	8.51255
36.6	7.07885
36.62	6.47782
36.64	6.86804
36.66	8.16895
36.68	9.8235
36.7	10.7653
36.72	10.3418
36.74	8.99085
36.76	7.47939
36.78	6.44978
36.8	6.01625
36.82	6.00086
36.84	5.78236
36.86	4.9003
36.88	3.86342
36.9	3.07182
36.92	2.60554
36.94	2.38021
36.96	2.34517
36.98	2.47654
37	2.80923
37.02	3.44362
37.04	4.53883
37.06	6.27975
37.08	8.63251
37.1	10.9454
37.12	12.0173
37.14	11.5424
37.16	10.7409
37.18	9.84073
37.2	8.66218
37.22	7.80097
37.24	7.41156
37.26	6.83578
37.28	6.00328
37.3	5.45922
37.32	5.2062
37.34	4.85374
37.36	4.38839
37.38	4.09654
37.4	4.12805
37.42	4.65513
37.44	5.68314
37.46	7.10646
37.48	8.4861
37.5	9.78388
37.52	11.5484
37.54	13.0742
37.56	13.1739
37.58	11.7468
37.6	9.38094
37.62	7.29013
37.64	5.98561
37.66	5.25912
37.68	4.98675
37.7	5.07922
37.72	5.498
37.74	6.3815
37.76	7.93298
37.78	9.78426
37.8	10.4868
37.82	9.36358
37.84	7.85098
37.86	7.0369
37.88	7.17391
37.9	8.03919
37.92	8.96876
37.94	9.70303
37.96	10.56
37.98	11.2432
38	11.2592
38.02	10.7975
38.04	10.3539
38.06	9.4482
38.08	7.84443
38.1	6.31248
38.12	5.32087
38.14	4.89924
38.16	4.94222
38.18	5.3666
38.2	6.10699
38.22	7.15416
38.24	8.73928
38.26	11.5226
38.28	16.0074
38.3	21.7989
38.32	26.0615
38.34	25.5412
38.36	22.6479
38.38	20.3883
38.4	18.3115
38.42	16.2647
38.44	15.5863
38.46	16.6551
38.48	18.3958
38.5	18.9125
38.52	18.6076
38.54	19.8774
38.56	23.6021
38.58	28.2248
38.6	29.5339
38.62	25.9112
38.64	20.4408
38.66	15.701
38.68	12.6124
38.7	11.0547
38.72	10.7323
38.74	11.443
38.76	13.0641
38.78	15.5032
38.8	19.2586
38.82	25.6071
38.84	35.884
38.86	50.3913
38.88	65.255
38.9	72.1622
38.92	68.4885
38.94	55.5738
38.96	39.8556
38.98	27.7113
39	20.1173
39.02	16.0386
39.04	14.4452
39.06	14.7854
39.08	16.7923
39.1	20.1201
39.12	23.6084
39.14	25.8808
39.16	26.4902
39.18	24.5706
39.2	21.5931
39.22	19.3314
39.24	17.3448
39.26	15.1242
39.28	12.8796
39.3	11.2606
39.32	10.1912
39.34	8.96929
39.36	7.52026
39.38	6.35318
39.4	5.65927
39.42	5.38141
39.44	5.43982
39.46	5.79488
39.48	6.51353
39.5	7.66537
39.52	9.23794
39.54	11.0427
39.56	12.4037
39.58	13.5133
39.6	15.8674
39.62	20.4649
39.64	26.8333
39.66	31.3448
39.68	29.8106
39.7	25.3143
39.72	22.7381
39.74	23.8528
39.76	28.854
39.78	36.0618
39.8	39.9238
39.82	36.2956
39.84	29.4864
39.86	24.5855
39.88	23.2138
39.9	24.8596
39.92	27.9139
39.94	32.1979
39.96	38.3547
39.98	42.4935
40	39.6603
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
